"Eff_Date","Course_ID","Offer_Nbr","Contact_Hours_YN","Contact_Hours","Restriction_YN","Restriction","Avail_NAWD","Quota_YN","Quota","Pre-Requisite_YN","Pre-Requisite","Co-Requisite_YN","Co-Requisite","Assumed_Knowl_YN","Assumed_Knowl","Incompatible_YN","Incompatible","Assessment_YN","Assessment","Biennial_Course_YN","Biennial_Course"
"01/01/2017","102964","1","Y","Up to 3 hours per week","N","","CHK","N","","Y","ACCTING 7019, CORPFIN 7005, COMMERCE 7033","Y","ECON 7200","N","","N","","Y","Exam/assignments/tests/tutorial work as prescribed at first lecture","N",""
"01/01/2017","102964","2","N","","N","","N","N","","N","","N","","N","","N","","Y","Exam/assignments/tests/tutorial work as prescribed at first lecture","N",""
"01/01/2017","102969","1","Y","Up to 4 hours per week","N","","Y","N","","Y","PHYSICS 2532, PHYSICS 2534, MATHS 2101 or MATHS 2201, MATHS 2102 or MATHS 2202","N","","N","","Y","PHYSICS 3006","Y","Assignment,  written exam","N",""
"01/01/2017","102974","1","Y","Up to 8 hours per week","N","","Y","N","","Y","Sufficient Physics and Mathematics knowledge equivalent to 'Assumed Knowledge'","N","","Y","PHYSICS 2510, PHYSICS 2520 and/or PHYSICS 2534, MATHS 2101 or MATHS 2201, MATHS 2102 or MATHS 2202 or equivalent","Y","PHYSICS 3002","Y","Practical work, assignments, reports, tests","N",""
"01/01/2017","102996","1","Y","Up to 6 hours per week","N","","N","N","","Y","OENOLOGY 7010WT & OENOLOGY 7047WT","N","","N","","N","","Y","Practicals, reports, written assignments & exams","N",""
"01/01/2017","103002","1","Y","Up to 6 hours per week","Y","Available to GradDipOen, GradDipViti&Oen & MaViti&Oen students only.","N","N","","Y","OENOLOGY 7028WT","N","","N","","N","","Y","Practicals, reports, written assignments, exam","N",""
"01/01/2017","103010","1","N","","N","","N","N","","Y","A minimum of a Credit in PLANT SC 1001RW or a Pass in CHEM 1100 & CHEM 1200 or CHEM 1101 & CHEM 1201 or equivalent","N","","N","","Y","SOIL&WAT 3004WT","Y","Theory, practicals/assignments","N",""
"01/01/2017","103016","1","Y","15 days during the Summer vacation","N","","CHK","N","","N","","N","","N","","Y","SOIL&WAT 3020WT, SOIL&WAT 3007WT, SOIL&WAT 7030WT","Y","Practical exercises, case study, written exam","N",""
"01/01/2017","103017","1","Y","Up to 6 hours per week","N","","N","N","","Y","OENOLOGY 7028WT","Y","OENOLOGY 7047WT","N","","N","","Y","Final exam, practical reports & tutorial papers","N",""
"01/01/2017","103019","1","Y","Up to 5 hours per week","N","","N","N","","N","","N","","N","","Y","SOIL&WAT 3010","Y","Practical exercises, written assignments and exam","N",""
"01/01/2017","103024","1","Y","Up to 2 hours per week","Y","Available to Bachelor of Music students only","N","N","","N","","N","","N","","N","","Y","seminar presentation on an approved topic (20%); either a short Bartok-inspired composition for string quartet, or a performance of an approved Bartok work (30%); a 2000 word analytical project (50%)","Y","Offered in odd years"
"01/01/2017","103052","1","Y","Up to 10 hours per week","Y","Available to GradDipOen, GradDipVit&Oen & MaVit&Oen students only.","N","N","","Y","OENOLOGY 7028WT, OENOLOGY 7019WT","N","","N","","N","","Y","Practicals, reports, written assignments, exam","N",""
"01/01/2017","103059","1","Y","Up to 1 hour per week","Y","VET music students only","N","N","","N","","N","","N","","N","","Y","mid-year exam 30%, teacher's report 5%","N",""
"01/01/2017","103061","1","Y","Up to 1 hour per week.","Y","VET music students only","N","N","","N","","N","","N","","N","","Y","end of year exam 30%, teacher's report 5%","N",""
"01/01/2017","103063","1","Y","3 hours rehearsal per week","Y","VET music students only","N","N","","N","","Y","VETMUS 1755 and VETMUS 1756","N","","N","","Y","regular performances in appropriate ensembles","N",""
"01/01/2017","103064","1","Y","3 hours rehearsal per week","Y","VET music students only","N","N","","N","","Y","VETMUS 1755 and VETMUS 1756","N","","N","","Y","regular performances in appropriate ensemble","N",""
"01/01/2017","103065","1","Y","Up to 2 hours per week, plus 4 day residential school in Mid Semester break","N","","Y","N","","N","","N","","N","","N","","Y","Online quiz, vine anatomy practical report & case study, sensory examination, exam","N",""
"01/01/2017","103065","2","Y","4 day Residential School in Mid Semester Break","N","","Y","N","","N","","N","","N","","N","","Y","Online quiz, vine anatomy practical report & case study, sensory examination, exam","N",""
"01/01/2017","103066","1","Y","1.5 hours VET Music/Practical Study Forum","Y","VET music students only","N","N","","N","","N","","N","","N","","Y","attendance, participation","N",""
"01/01/2017","103067","1","Y","Intensive","N","","CHK","N","","Y","Students without a Bachelor of Laws must have completed LAW 7177","N","","N","","N","","Y","likely to include class participation, 7,000-10,000 word research essay","N",""
"01/01/2017","103068","1","Y","1.5 hours VET Music/Practical Study Forum","Y","VET music students only","N","N","","N","","N","","N","","N","","Y","attendance, participation","N",""
"01/01/2017","103070","1","Y","2 hour workshop per week","Y","VET music students only","N","N","","N","","N","","N","","N","","Y","2 x exams at the end of each semester","N",""
"01/01/2017","103071","1","Y","2 hour workshop per week","Y","VET music students only","N","N","","N","","N","","N","","N","","Y","2 x exams at the end of each semester","N",""
"01/01/2017","103072","1","Y","1 hour workshop per week","Y","VET music student only - consult relevant Academic Program Rules","N","N","","N","","N","","N","","N","","Y","exam at end of each semester","N",""
"01/01/2017","103073","1","Y","1 hour workshop","Y","VET music students only - consult relevant Academic Program Rules","N","N","","N","","N","","N","","N","","Y","exam at end of each semester","N",""
"01/01/2017","103075","1","Y","up to 3 hours for 8 weeks","N","","CHK","N","","Y","Students without a Bachelor of Laws must have completed LAW 7177","N","","N","","N","","Y","There are two compulsory assessments for Insurance Law: a research paper (4,000 words (50%)) and an open book examination (50%).","N",""
"01/01/2017","103085","1","Y","Up to 6 hours per week","N","","N","N","","N","","N","","N","","N","","Y","Exam, practical reports, research proposal","N",""
"01/01/2017","103089","1","Y","Up to 10 hours per week","Y","Available to GradCertOenology, GradDipOenology & MOenology students only","N","N","","N","","Y","OENOLOGY 7028WT & OENOLOGY 7019WT","N","","N","","Y","Exam, written work, practical reports, group oral presentations","N",""
"01/01/2017","103090","1","Y","Up to 7 hours per week","Y","Available to GradCertOenology, GradDipOenology, MOenology, GradDipViticult & MViticult students only","N","N","","Y","OENOLOGY 7028WT & OENOLOGY 7019WT","Y","OENOLOGY 7022WT","N","","N","","Y","To be advised","N",""
"01/01/2017","103092","1","Y","Up to 6 hours per week","N","","N","N","","N","","N","","N","","N","","Y","Assignments, practical reports, exam","N",""
"01/01/2017","103093","1","Y","Up to 2 hours per week","N","","N","N","","N","","N","","N","","N","","Y","portfolio of annotated teaching materials 50%, 3 x 1000 word written assignments or equiv 50%","N",""
"01/01/2017","103094","1","Y","Up to 3.5 hours per week","Y","Available to GradDipMus(Perf), GradDipMus(Perf&Ped) & MMus(Perf&Ped) students only","N","N","","N","","N","","N","","N","","Y","teaching practice, co-teaching, observation 50%, teaching log 50%","N",""
"01/01/2017","103096","1","Y","Up to 3.5 hours per week","Y","Available to GradDipMus(Perf), GradDipMus(Perf&Ped) & MMus(Perf&Ped) students only","N","N","","N","","N","","N","","N","","Y","teaching practice, co-teaching, observation 50%, written curricula, diagnoses & evaluations 50%","N",""
"01/01/2017","103104","1","Y","Up to 5 hours per week, plus field trip","N","","N","N","","N","","N","","Y","ENV BIOL 2502","N","","Y","Exam, practical assignments","N",""
"01/01/2017","103105","1","Y","Up to 5 hours per week","N","","Y","N","","Y","ENV BIOL 2501","N","","N","","N","","Y","Exam, practical reports, laboratory assignments, essay","N",""
"01/01/2017","103106","1","Y","Up to 6 hours per week","Y","Available to BSc(EvolBiol) students only","N","N","","Y","ENV BIOL 2501,  ENV BIOL 3230","Y","ENV BIOL 3122","N","","N","","Y","Tutorial presentation, major research project report, tutorial essay and reports","N",""
"01/01/2017","103109","1","Y","Up to 6 hours per week, plus field work","N","","Y","N","","N","","N","","N","","Y","SOIL&WAT 1000WT","Y","Written exams, assignments, practical work","N",""
"01/01/2017","103109","2","N","","N","","Y","N","","N","","N","","N","","N","","N","","N",""
"01/01/2017","103127","1","Y","Up to 18 hours per week","N","","Y","N","","Y","CHEM 2510 & CHEM 2520 or equivalent","N","","N","","N","","Y","Exam, practical work, assignment","N",""
"01/01/2017","103129","1","Y","Up to 9 hours per week","N","","Y","N","","Y","CHEM 2510 & CHEM 2520 or equivalent","N","","Y","CHEM 3111","N","","Y","Exam, practical work, assignments","N",""
"01/01/2017","103130","1","Y","Up to 9 hours per week","N","","Y","N","","Y","CHEM 2510 & CHEM 2520 or equivalent","N","","Y","CHEM 3111","N","","Y","Exam, practical work, assignments","N",""
"01/01/2017","103131","1","Y","Up to 9 hours per week","N","","Y","N","","Y","CHEM 2510 & CHEM 2520 or equivalent","N","","Y","CHEM 3111","N","","Y","Exam, practical work, assignments","N",""
"01/01/2017","103132","1","Y","Up to 9 hours per week","N","","Y","N","","Y","CHEM 2510 & CHEM 2520 or equivalent","N","","Y","CHEM 3111","N","","Y","Exam, practical work, assignments","N",""
"01/01/2017","103132","2","Y","Up to 9 hours per week","Y","Available to BE(Pharmaceutical) students only","N","N","","Y","CHEM 2510 & CHEM 2540","N","","Y","CHEM 3111","N","","Y","exam, practical work","N",""
"01/01/2017","103145","1","Y","Online with some face to face sessions","Y","Available to MNSc  only","N","N","","N","","N","","N","","N","","Y","Essay and examination","N",""
"01/01/2017","103153","1","N","","N","","N","N","","N","","N","","N","","N","","N","","N",""
"01/01/2017","103154","1","N","","N","","N","N","","N","","N","","N","","N","","N","","N",""
"01/01/2017","103160","1","Y","Up to 3 hours per week","N","","Y","N","","N","","N","","N","","N","","Y","Exam/assignments/tests/tutorial work as prescribed at first lecture","N",""
"01/01/2017","103196","1","Y","1 week course, 38 contact hours. Assignments to be completed during semester one","Y","Exam for this course is typically in the April mid-semester break, therefore results will not be received in time for April graduations.","Y","N","","N","","N","","Y","Basic geology; elementary statistics (mean, variance, histogram)","N","","Y","coursework 50%, exam 50%","N",""
"01/01/2017","103197","1","Y","Up to 4 hours per week","Y","Available to MEng in AeroEng,  ChemEng, C&EEng, Civ&StrEng, El&ElEng, EngMaths, MechanEng or MechatEng; MEng(Adv) in AeroEng, ChemEng (all specialisations), C&EEng, Civ&StrEng, ElEng, MechanEng, MechatEng, Sens Syst&Sig Proc or Telecom students only","N","N","","N","","N","","N","","N","","Y","may include assignments and/or exam - details at beginning of semester","N",""
"01/01/2017","103198","1","N","","N","","Y","N","","N","","N","","N","","N","","Y","Assignments","N",""
"01/01/2017","103236","1","Y","Up to 3 hours per week","N","","Y","N","","Y","MATHS 2100 or MATHS 2101 or MATHS 2202","N","","Y","MATHS 2101 or MATHS 2202","N","","Y","ongoing assessment 30%, exam 70%","N",""
"01/01/2017","103255","1","Y","Up to 3 hours per week","N","","Y","N","","N","","N","","N","","N","","Y","Exam/assignments/tests/tutorial work as prescribed at first lecture","N",""
"01/01/2017","103259","1","Y","Up to 4 hours per week","N","","Y","N","","N","","Y","COMMERCE 7033","N","","Y","ACCTING 7000","Y","Exam/assignments/tests/tutorial work as prescribed at first lecture","N",""
"01/01/2017","103259","2","Y","Up to 2 hours per week","N","","Y","N","","N","","N","","N","","Y","COMMERCE 7002NA","Y","Exam/assignments/tests/tutorial work as prescribed at first lecture","N",""
"01/01/2017","103260","1","Y","Up to 3 hours per week","N","","Y","N","","Y","ACCTING 7019 & CORPFIN 7005","N","","N","","N","","Y","Exam/assignments/tests/tutorial work as prescribed at first lecture","N",""
"01/01/2017","103260","2","Y","Up to 4 hours per week","N","","Y","N","","N","","N","","N","","N","","Y","Exam/assignments/tests/tutorial work as prescribed at first lecture","N",""
"01/01/2017","103261","1","Y","Up to 36 hours","N","","Y","N","","N","","N","","Y","ACCTING 7019","N","","Y","Exam/tests/tutorial work as prescribed at first lecture","N",""
"01/01/2017","103261","2","N","","N","","Y","N","","N","","N","","N","","N","","N","","N",""
"01/01/2017","103264","1","Y","Up to 2 hours per week","N","","Y","N","","N","","N","","N","","N","","Y","exam and/or assignments","N",""
"01/01/2017","103266","1","N","","Y","Available only to students admitted to a relevant Honours program","N","N","","Y","At least 9 units of Level III Statistics courses at credit standard or above and a strong background in Genetics","N","","N","","N","","Y","exams, project, seminar","N",""
"01/01/2017","103268","1","Y","Up to 2 hours per week","N","","Y","N","","N","","N","","Y","Internet protocols, architecture and basic network performance analysis as taught in COMP SCI 7039","N","","Y","exam and/or assignments","N",""
"01/01/2017","103269","1","Y","Up to 2 hours per week","N","","Y","N","","N","","N","","Y","COMP SCI 7059 & one of COMP SCI 7082 or COMP SCI 7201","N","","Y","exam and/or assignments","N",""
"01/01/2017","103278","1","Y","Up to 4 hours per week","N","","Y","N","","N","","N","","N","","N","","Y","exam 30%, projects/designs 40%, tutorials/practicals 30%","N",""
"01/01/2017","103280","1","Y","480 hours project work over the year","N","","Y","N","","Y","C&ENVENG 7049A in preceding semester","N","","N","","N","","N","","N",""
"01/01/2017","103281","1","Y","480 hrs project work over a year","N","","Y","N","","Y","C&ENVENG 7050A in preceding semester","N","","N","","N","","Y","evaluation of performance including  research thesis, literature review & oral","N",""
"01/01/2017","103282","1","N","","Y","Available only to students admitted to a relevant Honours program","N","N","","Y","At least 9 units of Level III Statistics courses at credit standard or above and a strong background in Genetics","N","","N","","N","","Y","exams, project, seminar","N",""
"01/01/2017","103283","1","Y","Up to 4 hours per week","N","","Y","N","","Y","ACCTING 7020","N","","N","","N","","Y","Exam/assignments/tests/tutorial work as prescribed at first lecture","N",""
"01/01/2017","103283","2","Y","Up to 4 hours per week","N","","Y","N","","N","","N","","N","","N","","Y","Exam/assignments/tests/tutorial work as prescribed at first lecture","N",""
"01/01/2017","103286","1","Y","Up to 4 hours per week","N","","Y","N","","N","","N","","Y","C&ENVENG 2071, C&ENVENG 3079","N","","Y","exam 30%, projects/design 40%, tutorials/practicals 30%","N",""
"01/01/2017","103302","1","Y","Up to 4 hours per week","N","","Y","N","","N","","N","","N","","N","","Y","tutorials, project, final examination","N",""
"01/01/2017","103304","1","Y","Up to 4 hours per week","N","","Y","N","","N","","N","","N","","N","","Y","tutorials, project, final examination","N",""
"01/01/2017","103306","1","Y","Up to 4 hours per week","N","","Y","N","","N","","N","","N","","N","","Y","tutorials, project, final examination","N",""
"01/01/2017","103307","1","Y","Up to 4 hours per week","N","","Y","N","","N","","N","","N","","N","","Y","tutorials, project, final examination","N",""
"01/01/2017","103308","1","Y","Up to 4 hours per week","N","","Y","N","","N","","N","","N","","N","","Y","tutorials, test, design project, final examination","N",""
"01/01/2017","103313","1","Y","Up to 4 hours per week","N","","Y","N","","N","","N","","N","","N","","Y","tutorials, test, design project, final examination","N",""
"01/01/2017","103315","1","Y","Up to 20 hours per week","N","","N","N","","N","","N","","N","","N","","Y","Performance during the project work, assessment of written reports, seminar presentations","N",""
"01/01/2017","103320","1","Y","Up to 19 hours per week for 6 weeks","Y","Available to GradCertPHB, GradDipPHB, MHB students only","N","N","","N","","N","","N","","Y","PLANT SC 7225WT","Y","Final exam, mid-course exams, project-based exercises","N",""
"01/01/2017","103323","1","Y","Up to 20 hours per week for 3 weeks","Y","Available to GradCertPHB, GradDipPHB, MHB students only","N","N","","N","","N","","Y","PLANT SC 7220WT","N","","Y","Final exam, tutorials, assignments, reports","N",""
"01/01/2017","103324","1","Y","Up to 20 hours per week for 3 weeks","Y","Available to GradCertPHB, GradDipPHB, MHB students only","N","N","","N","","N","","Y","PLANT SC 7220WT","N","","Y","Final exam, tutorials, assignments, reports","N",""
"01/01/2017","103325","1","Y","Up to 20 hours per week for 3 weeks","Y","Available to GradCertPHB, GradDipPHB, MHB students only","N","N","","N","","N","","Y","PLANT SC 7201WT","N","","Y","final exam, tutorials, assignments & reports","N",""
"01/01/2017","103326","1","Y","Up to 20 hours per week for 3 weeks","Y","Available to GradCertPHB, GradDipPHB, MHB students only","N","N","","N","","N","","Y","PLANT SC 7220WT","N","","Y","Final exam, practical & site visit protocols, project reports","N",""
"01/01/2017","103327","1","Y","Up to 9 hours per week for 3 weeks","Y","Available to GradCertPHB, GradDipPHB, MHB students only","N","N","","N","","N","","Y","PLANT SC 7220WT","N","","Y","Major project, tutorials, reports","N",""
"01/01/2017","103328","1","N","","Y","Available to MBiotech & MPHB students only","N","N","","N","","N","","N","","N","","Y","Literature review, Scientific manuscript, Seminar presentation","N",""
"01/01/2017","103329","1","Y","Up to 3 hours per week","Y","Available to MBiotech & MPHB students only","N","N","","N","","N","","N","","N","","Y","Literature review & project proposal, Scientific manuscript, Seminar presentation","N",""
"01/01/2017","103330","1","Y","Up to 7 hours per week","Y","Available to GradCertPHB, GradDipPHB, MHB students only","N","N","","N","","N","","Y","PLANT SC 7220WT","N","","Y","Final exam, tutorials, assignments, reports","N",""
"01/01/2017","103331","1","Y","By supervision","N","","N","N","","Y","Completion of all taught M Geostatistics courses","N","","N","","N","","Y","examination of thesis","N",""
"01/01/2017","103332","1","Y","Block teaching mode, 9-5, Mon-Fri, one week only","Y","Available to M. Geostatistics students only","Y","N","","Y","C&ENVENG 7056, STATS 7061","Y","STATS 7062","N","","N","","Y","coursework 50%, formal written exam 50%","N",""
"01/01/2017","103333","1","Y","Block teaching, 9-5, Mon-Fri, one week only","Y","Available to M Geostatistic students only","Y","N","","Y","C&ENVENG 7056 & STATS 7061","N","","N","","N","","Y","coursework 50%, formal written exam 50%","N",""
"01/01/2017","103336","1","Y","Block teaching, 9-5, Mon-Fri, one week only","N","","Y","N","","Y","C&ENVENG 7043","Y","STATS 7061","N","","N","","Y","coursework 50%,  formal written exam 50%","N",""
"01/01/2017","103338","1","Y","1 week intensive - a minimum of 36 hours","N","","Y","N","","Y","C&ENVENG 7043","N","","Y","elementary statistics (mean, variance, histogram)","N","","Y","coursework 50%, formal written exam 50%","N",""
"01/01/2017","103339","1","Y","1 week intensive","N","","Y","N","","Y","C&ENVENG 7056 and STATS 7061","N","","Y","Detailed understanding of Linear Geostatistics","N","","Y","coursework 50%, formal written exam 50%","N",""
"01/01/2017","103341","1","Y","Up to 20 hours per week","N","","N","N","","Y","MECH ENG 7041A","N","","N","","N","","Y","student performance, seminar, final project report.","N",""
"01/01/2017","103342","1","Y","Up to 4 hours per week","N","","Y","N","","Y","A minimum of a Credit in ECON 3023 or ECON 3507 or ECON 7022 or equivalent","N","","N","","N","","Y","Typically homework problem sets, Just in time teaching (JiTT), empirical project, mid-term test & final exam","N",""
"01/01/2017","103344","1","Y","Up to 4 hours per week","N","","N","N","","Y","A minimum of a Credit in   ECON 3502 or  ECON 7001  or ECON 7204 or equivalent.","N","","Y","Basic matrix algebra, basic Matlab and STATA","N","","Y","Typically homework & final exam; sometimes paper and presentations","N",""
"01/01/2017","103349","1","N","","N","","N","N","","N","","N","","N","","N","","N","","N",""
"01/01/2017","103360","1","Y","Up to 17 hours per week for 6 weeks","Y","Available to Biotechnology (Plant Biotechnology) students only","N","N","","N","","N","","N","","Y","PLANT SC 7220WT","Y","Quizzes, Critical Review, Presentation, Practical Project, Examination","N",""
"01/01/2017","103361","1","Y","Up to 12 hours per week for 6 weeks","Y","Available to Biotechnology (Plant Biotechnology) students only","N","N","","N","","N","","Y","PLANT SC 7225WT","N","","Y","Final exam, tutorials, assignments, reports","N",""
"01/01/2017","103362","1","Y","Up to 9 hours per week for 6 weeks","Y","Available to Biotechnology (Plant Biotechnology) students only","N","N","","N","","N","","Y","PLANT SC 7225WT","N","","Y","Quizzes, Critical Review, Presentation, Practical Report, Examination","N",""
"01/01/2017","103363","1","Y","Up to 8 hours per week for 6 weeks","Y","Available to Biotechnology (Plant Biotechnology) students only","N","N","","N","","N","","Y","PLANT SC 7225WT & PLANT SC 7226WT","N","","Y","Reports, assignments","N",""
"01/01/2017","103364","1","Y","Online - Internal mode depending on numbers","Y","Available to Defence Force personnel only","Y","N","","N","","N","","N","","N","","Y","Tutorial assignments, essays","N",""
"01/01/2017","103377","1","Y","Up to 20 hours per week","Y","Available only to students admitted to the relevant Honours program","N","N","","Y","PETROENG 2010, PETROENG 3020, PETROENG 3025","N","","N","","N","","Y","Major research project, seminars, project exhibition, written report and oral presentation - students are expected to work a minimum seven weeks on their projects (full time)","N",""
"01/01/2017","103384","1","Y","Up to 20 hours per week","N","","N","N","","N","","N","","N","","N","","Y","Performance during the project work, assessment of written reports, seminar presentations","N",""
"01/01/2017","103386","1","Y","Up to 20 hours per week","N","","N","N","","N","","N","","N","","N","","Y","written work including project definition and plan, and mid-project report.","N",""
"01/01/2017","103387","1","Y","480hrs project work over a year","N","","Y","N","","N","","N","","N","","N","","Y","evaluation of performance including  research thesis, literature review & oral presentations","N",""
"01/01/2017","103388","1","Y","480 hours project work over the year","N","","Y","N","","N","","N","","N","","N","","N","","N",""
"01/01/2017","103393","1","Y","Up to 4 hours per week","N","","N","N","","N","","N","","Y","Familiarity with computer programming (including MATLAB),  linear systems & signal processing","N","","Y","Examination (50%) and assignments (50%)","N",""
"01/01/2017","103394","1","Y","Up to 3 hours per week","N","","Y","N","","N","","N","","Y","Basic knowledge of linear systems, antenna theory, propagation, signal processing & Matlab","Y","ELEC ENG 7084","Y","assignments and quizzes","N",""
"01/01/2017","103397","1","Y","Up to 3 hours per week","N","","N","N","","N","","N","","N","","N","","Y","may include exam, assignments","N",""
"01/01/2017","103398","1","Y","Up to 11 hours per week for 6 weeks","Y","Available to Biotechnology (Plant Biotechnology) students only","N","N","","N","","N","","Y","PLANT SC 7225WT & PLANT SC 7226WT","N","","Y","Practical reports","N",""
"01/01/2017","103399","1","N","","Y","Available to MBiotech & MPHB students only","N","N","","N","","N","","N","","N","","Y","Literature review, scientific manuscript, seminar presentation","N",""
"01/01/2017","103405","1","Y","Up to 12 hours per week of project work","N","","N","N","","N","","N","","Y","WRM 7000, WRM 7002,WRM 7003 & WRM 7004","N","","Y","project and presentations","N",""
"01/01/2017","103426","1","Y","Up to 3 hours per week","N","","Y","N","","Y","ACCTING 7019, CORPFIN 7005, CORPFIN 7033, ECON 7200","N","","N","","N","","Y","Exam/assignments/tests/tutorial work as prescribed at first lecture","N",""
"01/01/2017","103427","1","Y","By supervision","N","","N","N","","N","","N","","N","","N","","Y","To be advised","N",""
"01/01/2017","103428","1","Y","By supervision","N","","N","N","","N","","N","","N","","N","","Y","To be advised","N",""
"01/01/2017","103429","1","Y","By supervision","Y","Approval from course coordinator","N","N","","N","","N","","N","","N","","Y","To be advised","N",""
"01/01/2017","103430","1","N","","N","","N","N","","N","","N","","N","","N","","Y","To be advised","N",""
"01/01/2017","103431","1","N","","Y","Available to MPHB students only","N","N","","N","","N","","N","","N","","Y","To be advised","N",""
"01/01/2017","103432","1","N","","Y","Available to MPHB students only","N","N","","N","","N","","N","","N","","Y","To be advised","N",""
"01/01/2017","103450","1","Y","By supervision","N","","Y","N","","Y","CORPFIN 7005 or MANAGEMT 7101, plus all other foundation courses of M.Com or MBA","N","","N","","N","","Y","Assignments, participation and presentations","N",""
"01/01/2017","103451","1","Y","2 x two day intensives scheduled on Fridays and Saturdays","N","","Y","N","","N","","N","","Y","CORPFIN 7005","N","","Y","Assignment and exam","N",""
"01/01/2017","103451","2","Y","2 x two day intensives scheduled on Fridays and Saturdays","N","","Y","N","","N","","N","","Y","CORPFIN 7005","N","","Y","Assignment and exam","N",""
"01/01/2017","103452","1","Y","2 x two day intensives scheduled on Fridays and Saturdays","N","","Y","N","","N","","N","","Y","CORPFIN 7005","N","","Y","Exam and assignments","N",""
"01/01/2017","103452","2","Y","2 x two day intensives scheduled on Fridays and Saturdays","N","","Y","N","","N","","N","","Y","CORPFIN 7005","N","","Y","Exam and assignments","N",""
"01/01/2017","103453","1","Y","Up to 12 hours per week","N","","Y","N","","N","","N","","Y","CORPFIN 7005","N","","Y","Exam and assignments as prescribed at first lecture","N",""
"01/01/2017","103454","1","N","","N","","Y","N","","Y","CORPFIN 7005","N","","N","","N","","Y","Exam/assignments/tests/tutorial work as prescribed at first lecture","N",""
"01/01/2017","103454","2","N","","N","","Y","N","","N","","N","","N","","N","","N","","N",""
"01/01/2017","103459","1","N","","N","","N","N","","N","","N","","N","","Y","Only available for TESOL students","N","","N",""
"01/01/2017","103460","1","Y","Up to 4 hours per week","Y","Available to Level II MBBS students only","N","N","","Y","Level I MBBS","Y","Level II MBBS core course","N","","N","","Y","Theory paper, practical spotter exam, practical spotter test, in-course assessment","N",""
"01/01/2017","103461","1","Y","Up to 3 hours per week","N","","N","N","","N","","N","","N","","N","","Y","Exam/assignments/tests/tutorial work as prescribed at first lecture","N",""
"01/01/2017","103462","1","Y","Up to 3 hours per week","N","","N","N","","N","","N","","N","","N","","Y","Exam/assignments/tests/tutorial work as prescribed at first lecture","N",""
"01/01/2017","103463","1","Y","Up to 3 hours per week","N","","N","N","","N","","N","","N","","N","","Y","Exam/assignments/tests/tutorial work as prescribed at first lecture","N",""
"01/01/2017","103464","1","Y","Up to 3 hours per week","N","","N","N","","N","","N","","N","","N","","Y","Exam/assignments/tests/tutorial work as prescribed at first lecture","N",""
"01/01/2017","103465","1","Y","Up to 3 hours per week","N","","N","N","","N","","N","","N","","N","","Y","Exam/assignments/tests/tutorial work as prescribed at first lecture","N",""
"01/01/2017","103466","1","Y","Up to 3 hours per week","N","","N","N","","N","","N","","N","","N","","Y","Exam/assignments/tests/tutorial work as prescribed at first lecture","N",""
"01/01/2017","103468","1","Y","By supervision","N","","N","N","","Y","Completion of 24 units in the program","N","","Y","Completion of twenty four units in the program.","N","","Y","Dissertation","N",""
"01/01/2017","103473","1","N","","N","","N","N","","N","","N","","N","","N","","N","","N",""
"01/01/2017","103474","1","N","","N","","N","N","","N","","N","","N","","N","","N","","N",""
"01/01/2017","103475","1","N","","N","","N","N","","N","","N","","N","","N","","N","","N",""
"01/01/2017","103476","1","N","","N","","N","N","","N","","N","","N","","N","","N","","N",""
"01/01/2017","103477","1","N","","N","","N","N","","N","","N","","N","","N","","N","","N",""
"01/01/2017","103490","1","N","","N","","Y","N","","N","","N","","N","","N","","Y","Exam/assignments/tests/tutorial work as prescribed at first lecture","N",""
"01/01/2017","103495","1","N","","N","","N","N","","N","","N","","N","","N","","N","","N",""
"01/01/2017","103525","1","N","","Y","Available only to students admitted to a relevant Honours program","N","N","","Y","At least 9 units of Level III Statistics courses at credit standard or above and a strong background in Genetics","N","","N","","N","","Y","exams, project, seminar","N",""
"01/01/2017","103526","1","N","","Y","Available only to students admitted to a relevant Honours program","N","N","","Y","At least 9 units of Level III Statistics courses at credit standard or above and a strong background in Genetics","N","","N","","N","","Y","exams, project, seminar","N",""
"01/01/2017","103527","1","Y","Up to 2 hours per week","Y","Available to LLM(Course), MCompLaw & MBusLaw & Double Degree students only","CHK","N","","Y","Students without a Bachelor of Laws must have completed LAW 7177","N","","N","","N","","Y","Proposed - attendance & participation at seminars, 30 minute presentation in seminar & associated research paper,  4,000 word research essay","N",""
"01/01/2017","103534","1","Y","Up to 6 hours per week","N","","Y","N","","N","","N","","Y","BIOLOGY 1101 & AGRIC 2500WT/RW","N","","N","","N",""
"01/01/2017","103545","1","Y","Up to 3.5 hours per week","Y","Available to  Master of Marine Engineering students only","Y","N","","N","","N","","Y","It is assumed that students have a general technical knowledge obtained by a Bachelor of Engineering degree or equivalent, and some relevant work experience.","Y","MECH ENG 7048, MECH ENG 7065","Y","Project, Final Exam","Y","Running in Odd Years"
"01/01/2017","103546","1","Y","Up to 6 hours per week","N","","Y","N","","N","","N","","Y","ANIML SC 2501WT & PLANT SC 2510WT or equivalent","N","","Y","Terminology test, student blogs, oral presentation, major written report, final exam","N",""
"01/01/2017","103547","1","Y","Up to 6 hours per week","Y","Available to BSc(Marine Biology) students only","N","N","","N","","N","","Y","Completion of Level I and II of BSc (Marine Biology)","N","","Y","Research reports, presentation and in class activities","N",""
