"Term","Course_ID","Offer_Nbr","Class_Nbr","Section","Enrl_Stat","Class_Stat","Assoc","Session","Auto_Enrol","Auto_Enr_2","Class_Type","Cap_Enrl","Tot_Enrl","Comb_Sects_ID","Combined_Sect_Cap_Enrl","Combined_Sect_Tot_Enrl"
"3720","002618","1","22922","LE01","Closed","Active","10","1","","","Enrolment","30","30","","",""
"3720","102232","1","22763","TU07","Open","Active","10","1","","","Enrolment","47","33","","",""
"3710","108012","1","13917","LE01","Open","Active","10","1","","","Enrolment","18","9","","",""
"3720","100301","1","24969","LE01","Open","Active","10","1","","","Enrolment","60","19","","",""
"3710","104402","2","11562","LE01","Open","Active","10","1","","","Enrolment","22","19","","",""
"3710","107435","1","10333","TU06","Closed","Active","10","1","","","Enrolment","25","25","","",""
"3720","106468","1","23589","LE01","Open","Active","10","1","","","Enrolment","40","10","","",""
"3710","109168","1","19081","THE","Open","Active","1","1","","","Enrolment","100","1","","",""
"3710","104995","1","10694","SE08","Open","Active","10","1","","","Enrolment","30","28","","",""
"3720","107046","1","28384","LE01","Open","Active","10","1","","","Enrolment","200","134","","",""
"3720","108635","1","26278","01NT","Open","Active","1","FY2","","","Enrolment","20","8","","",""
"3710","102331","1","14177","TU08","Closed","Cancelled","10","1","","","Enrolment","16","0","","",""
"3720","107513","1","25893","01NT","Open","Active","1","TYD","","","Enrolment","20","0","","",""
"3710","104239","1","14551","TU03","Closed","Active","10","1","","","Enrolment","19","19","","",""
"3744","108883","1","42103","LE02","Open","Active","10","1","TU01","","Enrolment","10","0","","",""
"3742","107364","1","40327","01NA","Open","Active","1","HY1","","","Enrolment","40","5","","",""
"3720","100767","1","25460","TRF","Open","Active","1","1","","","Enrolment","100","0","","",""
"3720","108940","1","20401","TU06","Closed","Stop Enrl","10","1","","","Enrolment","20","0","","",""
"3720","108331","1","28472","TU04","Closed","Active","10","1","","","Enrolment","35","35","","",""
"3710","108431","1","16303","01WT","Open","Active","1","FM2","","","Enrolment","20","1","","",""
"3720","105070","1","24580","LE01","Open","Active","10","1","","","Enrolment","300","240","","",""
"3710","100439","1","15528","TRF","Open","Active","1","1","","","Enrolment","100","0","","",""
"3720","104241","1","21711","TU05","Closed","Active","10","1","","","Enrolment","30","30","","",""
"3710","104583","1","14988","TU01","Closed","Tentative","10","1","LE01","SG01","Enrolment","30","0","","",""
"3720","016760","1","25393","01HO","Open","Active","1","FM1","","","Enrolment","5","1","","",""
"3720","107481","1","25874","01NT","Open","Active","1","FY2","","","Enrolment","30","18","","",""
"3703","107360","1","50009","01NT","Closed","Active","1","P01","","","Enrolment","30","205","","",""
"3710","108382","1","16268","01NT","Open","Active","1","FM2","","","Enrolment","25","0","","",""
"3720","106376","2","28846","LE01","Open","Active","10","1","","","Enrolment","5","2","","",""
"3720","107317","1","25839","01NT","Open","Active","1","FM1","","","Enrolment","10","0","","",""
"3720","003241","1","20095","CB09","Open","Active","10","FY2","LE01","","Enrolment","10","9","","",""
"3710","108767","1","11186","LE01","Open","Active","10","1","","","Enrolment","10","7","","",""
"3710","013253","1","13162","TU02","Closed","Active","10","FY1","LE01","","Enrolment","10","10","","",""
"3720","108505","1","26239","01NT","Open","Active","1","FY2","","","Enrolment","20","0","","",""
"3710","013617","1","13137","TU04","Open","Active","10","1","","","Enrolment","20","16","","",""
"3720","008097","1","25208","TU32","Closed","Active","12","FY2","LE03","","Enrolment","4","4","","",""
"3710","107435","1","10335","TU04","Open","Active","10","1","","","Enrolment","25","21","","",""
"3720","104880","1","28856","LEC0","Open","Active","10","1","","","Enrolment","47","42","","",""
"3720","105329","1","25648","TRF","Open","Active","1","1","","","Enrolment","100","0","","",""
"3705","104253","1","92118","TU01","Closed","Active","10","1","","","Enrolment","20","20","","",""
"3710","107016","1","15934","THE","Open","Active","1","1","","","Enrolment","100","3","","",""
"3710","103461","1","15654","01NT","Open","Active","1","1","","","Enrolment","1","0","","",""
"3720","100739","1","25459","THE","Open","Active","1","1","","","Enrolment","100","0","","",""
"3710","105202","1","15073","CL09","Open","Active","13","FY1","PR04","","Enrolment","90","67","","",""
"3720","105402","1","24230","TU01","Closed","Active","10","1","","","Enrolment","25","25","","",""
"3720","108219","1","23852","LE01","Open","Active","10","1","","","Enrolment","25","4","","",""
"3710","104232","1","14475","WR14","Open","Active","10","1","","","Enrolment","20","13","","",""
"3720","107033","1","25066","TU02","Open","Active","10","1","","","Enrolment","115","99","","",""
"3744","108864","1","42190","LE01","Open","Active","10","1","TU01","","Enrolment","10","5","","",""
"3720","106189","1","21550","LE03","Open","Active","10","FY2","","","Enrolment","30","21","","",""
"3710","104706","1","12160","WR03","Closed","Active","10","1","","","Enrolment","35","35","","",""
"3710","104265","1","14813","LE01","Open","Active","10","1","","","Enrolment","30","29","","",""
"3720","101384","1","24162","TU15","Closed","Active","10","1","","","Enrolment","17","17","","",""
"3710","105619","1","15819","TRF","Open","Active","1","1","","","Enrolment","100","0","","",""
"3720","106574","1","21880","TU03","Open","Active","10","FY2","","","Enrolment","25","16","","",""
"3710","102239","1","14520","TU14","Closed","Active","10","1","","","Enrolment","20","20","","",""
"3710","104244","1","14204","TU02","Open","Active","10","1","","","Enrolment","18","16","","",""
"3744","105813","1","42031","LE02","Open","Active","10","1","","","Enrolment","20","2","","",""
"3720","106481","1","21741","LE01","Open","Active","10","1","","","Enrolment","95","57","","",""
"3720","106883","1","20758","LE01","Open","Active","10","1","","","Enrolment","15","0","","",""
"3710","104223","1","14854","LE01","Open","Active","10","FY1","","","Enrolment","5","0","","",""
"3710","107028","1","11858","PR03","Open","Active","10","1","LE01","","Enrolment","38","35","","",""
"3710","107926","1","10288","LE01","Open","Active","10","1","","","Enrolment","40","35","","",""
"3710","108575","1","12419","SE01","Open","Active","10","1","","","Enrolment","10","1","","",""
"3710","108235","1","18586","RS23","Open","Active","10","1","","","Enrolment","10","0","","",""
"3710","107022","1","19109","THE","Open","Active","1","RTX","","","Enrolment","100","1","","",""
"3742","105826","1","40085","LE01","Open","Active","10","1","TU01","","Enrolment","10","0","","",""
"3710","105590","1","12571","TU04","Open","Active","10","1","LE01","","Enrolment","2","1","","",""
"3720","104235","1","23747","TU07","Open","Active","10","1","","","Enrolment","20","16","","",""
"3710","103727","1","10419","LE01","Open","Active","10","1","","","Enrolment","250","154","","",""
"3710","108670","1","14265","TU09","Closed","Active","10","1","","","Enrolment","26","26","","",""
"3720","106151","1","23839","SE01","Open","Active","10","1","","","Enrolment","100","90","","",""
"3720","001239","1","22363","SE01","Open","Active","10","1","","","Enrolment","35","16","","",""
"3710","108711","1","13574","TU10","Closed","Active","10","1","","","Enrolment","25","25","","",""
"3720","106871","1","24596","SE09","Closed","Active","10","1","","","Enrolment","30","30","","",""
"3742","105144","1","40318","01HO","Closed","ToBeCancel","1","1","","","Enrolment","5","0","","",""
"3720","108667","1","26295","01NT","Open","Active","1","TYD","","","Enrolment","20","0","","",""
"3720","105012","1","20792","SE07","Open","Active","16","1","","","Enrolment","30","29","","",""
"3720","107625","1","24678","SE01","Open","Active","10","1","","","Enrolment","20","2","","",""
"3720","107341","1","25845","01NT","Open","Active","1","FY2","","","Enrolment","10","3","","",""
"3710","019786","1","13124","TU25","Open","Active","10","1","","","Enrolment","20","18","","",""
"3710","107227","1","11093","SE01","Open","Active","10","1","","","Enrolment","10","1","","",""
"3710","104115","1","12977","LE02","Open","Active","10","1","","","Enrolment","70","53","","",""
"3742","105818","1","40065","LE01","Open","Active","10","1","TU01","","Enrolment","5","0","","",""
"3710","103283","1","14450","TU04","Closed","Active","10","1","","","Enrolment","32","32","","",""
"3710","007117","1","18729","PR10","Closed","Active","10","1","TU01","LE01","Enrolment","10","10","","",""
"3720","108654","1","26286","01NT","Open","Active","1","FM1","","","Enrolment","20","1","","",""
"3736","008279","3","33035","LE01","Open","Active","10","1","","","Enrolment","35","14","","",""
"3710","104231","1","14438","TU06","Open","Active","10","1","","","Enrolment","25","24","","",""
"3720","102234","1","24359","TU08","Closed","Active","10","1","","","Enrolment","22","22","","",""
"3710","106151","1","11709","SE18","Closed","ToBeCancel","10","1","","","Enrolment","30","0","","",""
"3710","108402","1","13626","CL02","Closed","Active","10","1","","","Enrolment","11","11","","",""
"3710","108713","1","14362","TU05","Closed","Active","10","1","","","Enrolment","23","23","","",""
"3720","006142","1","22699","TU16","Closed","Active","10","FY2","LE01","","Enrolment","9","9","","",""
"3733","107780","1","30009","LE01","Open","Active","10","1","","","Enrolment","72","59","","",""
"3710","103260","1","14505","TU13","Closed","Active","10","1","","","Enrolment","24","24","","",""
"3720","107270","1","28347","SE01","Open","Active","10","1","","","Enrolment","10","5","","",""
"3710","106360","1","14372","TU02","Open","Active","10","1","","","Enrolment","23","22","","",""
"3710","105088","1","15331","SE02","Closed","Active","10","1","","","Enrolment","30","30","","",""
"3710","107189","1","10932","LE01","Open","Active","10","1","","","Enrolment","400","317","","",""
"3720","104241","1","21709","TU03","Open","Active","10","1","","","Enrolment","30","29","","",""
"3710","101403","1","14769","LE01","Open","Active","10","1","","","Enrolment","120","112","","",""
"3720","108510","1","26244","01NT","Open","Active","1","TYB","","","Enrolment","20","0","","",""
"3710","106573","1","11903","TU05","Open","Active","10","FY1","","","Enrolment","25","20","","",""
"3720","104257","1","20391","TU06","Closed","Active","10","1","","","Enrolment","22","22","","",""
"3710","106573","1","11904","TU04","Open","Active","10","FY1","","","Enrolment","25","22","","",""
"3710","103528","1","18969","TRF","Open","Active","1","1","","","Enrolment","100","0","","",""
"3710","109093","1","16488","01NT","Open","Active","1","TYA","","","Enrolment","20","0","","",""
"3720","108626","1","23460","SE01","Open","Active","10","FY2","PJT0","","Enrolment","20","3","","",""
"3720","100763","1","22914","LE01","Open","Active","10","1","","","Enrolment","20","18","","",""
"3720","109170","1","28810","THE","Open","Active","1","1","","","Enrolment","100","1","","",""
"3710","103997","1","18982","01NT","Open","Active","1","1","","","Enrolment","35","0","","",""
"3720","108479","1","26218","01NT","Open","Active","1","FM1","","","Enrolment","20","0","","",""
"3710","106190","1","15062","CL02","Open","Active","10","FY1","","","Enrolment","30","26","","",""
"3720","108500","1","26234","01NT","Open","Active","1","FM1","","","Enrolment","20","0","","",""
"3720","108149","1","24790","TU12","Closed","Tentative","10","1","","","Enrolment","23","0","","",""
"3746","107806","4","44105","01OL","Open","Active","1","COL","","","Enrolment","25","12","","",""
"3715","108524","1","95060","LE01","Open","Active","10","1","","","Enrolment","40","37","","",""
"3720","108178","1","26100","TRF","Open","Active","1","1","","","Enrolment","100","0","","",""
"3720","100573","1","25441","THE","Open","Active","1","1","","","Enrolment","100","0","","",""
"3720","109096","1","26363","01NT","Open","Active","1","TYD","","","Enrolment","20","0","","",""
"3710","104239","1","14553","TU01","Closed","Cancelled","10","1","","","Enrolment","18","0","","",""
"3710","107228","1","11094","SE01","Open","Active","10","1","","","Enrolment","5","2","","",""
"3733","104256","2","30073","01NA","Open","Active","1","1","","","Enrolment","60","40","","",""
"3746","107884","2","44037","01NA","Open","Active","1","1","","","Enrolment","30","15","","",""
"3710","009786","2","13132","TU03","Open","Active","10","1","","","Enrolment","23","20","","",""
"3720","102701","1","22281","TU06","Closed","Active","10","1","","","Enrolment","22","22","","",""
"3739","008409","1","36079","01NT","Closed","Active","1","1","","","Enrolment","0","0","","",""
"3710","108404","1","13611","CL03","Closed","Active","10","1","","","Enrolment","11","11","","",""
"3710","106184","1","13534","PR06","Open","Active","15","FY1","LE06","SE06","Enrolment","14","10","","",""
"3720","107155","1","23132","SE01","Open","Active","10","1","","","Enrolment","450","427","","",""
"3720","104244","1","24117","TU10","Closed","Active","10","1","","","Enrolment","16","16","","",""
"3720","104991","1","21258","SE05","Open","Active","14","1","","","Enrolment","28","27","","",""
"3720","101420","1","21320","LE01","Open","Active","10","1","PR01","","Enrolment","60","48","","",""
"3720","102244","1","23847","TU06","Closed","Active","10","1","","","Enrolment","18","18","","",""
"3748","106861","1","46008","SE02","Open","Active","10","1","","","Enrolment","40","2","","",""
"3720","104229","1","24402","TU02","Closed","Tentative","10","1","","","Enrolment","20","0","","",""
"3720","107506","1","28494","01NT","Open","Active","1","TYC","","","Enrolment","20","0","","",""
"3710","105430","1","15802","THE","Open","Active","1","1","","","Enrolment","100","0","","",""
"3710","108408","1","13630","CL02","Closed","Active","10","1","","","Enrolment","11","11","","",""
"3710","108706","1","14402","TU01","Closed","Cancelled","10","1","","","Enrolment","20","0","","",""
"3720","108374","1","26133","01NT","Open","Active","1","1","","","Enrolment","15","2","","",""
"3710","102281","1","12080","WR06","Open","Active","10","1","LE01","","Enrolment","87","75","","",""
"3710","107436","1","13892","TU01","Open","Active","10","1","","","Enrolment","25","21","","",""
"3710","105467","1","12106","LE01","Open","Active","10","1","","","Enrolment","20","10","","",""
"3720","105876","2","21497","PR01","Closed","Active","10","1","","","Enrolment","15","15","","",""
"3710","101399","1","11430","TU01","Closed","Active","10","1","","","Enrolment","25","25","","",""
"3720","108014","1","23788","LE01","Open","Active","10","1","","","Enrolment","10","6","","",""
"3710","104229","1","14503","TU01","Closed","Active","10","1","","","Enrolment","20","20","","",""
"3720","109134","1","28585","WR01","Open","Active","10","1","","","Enrolment","22","12","","",""
"3720","102234","1","24360","TU07","Closed","Active","10","1","","","Enrolment","22","22","","",""
"3710","109036","1","18734","LE01","Open","Active","10","1","TU01","","Enrolment","40","34","","",""
"3710","106269","1","15131","LE01","Closed","Active","10","1","","","Enrolment","0","0","","",""
"3710","104943","1","15058","SE15","Open","Active","10","1","","","Enrolment","25","23","","",""
"3705","108333","1","92212","01EX","Open","Active","1","1","","","Enrolment","25","0","","",""
"3720","105007","1","20418","LE01","Closed","Active","10","1","","","Enrolment","25","25","","",""
"3710","102339","1","14217","TU02","Closed","Cancelled","10","1","","","Enrolment","20","0","","",""
"3720","107044","1","25280","PR03","Open","Active","10","1","LE01","","Enrolment","26","17","","",""
"3710","007117","1","18814","PR07","Open","Active","10","1","TU01","LE01","Enrolment","10","9","","",""
"3733","108545","1","30207","PJ01","Open","Active","10","1","","","Enrolment","20","12","","",""
"3720","101384","1","24166","TU11","Closed","Tentative","10","1","","","Enrolment","17","0","","",""
"3720","103341","1","22052","LE01","Open","Active","10","FY2","","","Enrolment","35","33","","",""
"3710","107887","1","16151","THE","Open","Active","1","1","","","Enrolment","100","0","","",""
"3720","108703","1","21363","LE01","Open","Active","10","1","","","Enrolment","40","14","","",""
"3720","109038","1","21386","SE03","Open","Active","10","1","LE01","","Enrolment","50","45","","",""
"3710","002747","1","15362","TU01","Open","Active","10","1","","","Enrolment","18","7","","",""
"3720","108992","1","23512","SE01","Closed","Stop Enrl","10","1","","","Enrolment","50","0","","",""
"3748","108918","2","46148","01NA","Closed","Active","1","1","","","Enrolment","10","10","","",""
"3720","102339","1","24129","TU08","Closed","Active","10","1","","","Enrolment","20","20","","",""
"3710","104247","1","14228","TU01","Open","Active","10","1","","","Enrolment","25","24","","",""
"3710","105348","1","13284","LE01","Open","Active","10","1","","","Enrolment","18","3","","",""
"3739","107839","1","36046","SE01","Open","Active","10","1","","","Enrolment","42","41","","",""
"3720","108355","1","21179","LE01","Open","Active","10","FY2","","","Enrolment","200","146","","",""
"3720","104229","1","24390","TU14","Closed","Active","10","1","","","Enrolment","20","20","","",""
"3720","102245","1","24250","TU04","Open","Active","10","1","","","Enrolment","22","19","","",""
"3720","100085","1","25398","01NT","Open","Active","1","1","","","Enrolment","35","2","","",""
"3710","107038","1","10305","PR03","Open","Active","10","1","LE01","TU01","Enrolment","42","41","","",""
"3710","105501","1","15811","01NT","Open","Active","1","1","","","Enrolment","20","9","","",""
"3710","107230","1","15971","01NT","Open","Active","1","1","","","Enrolment","10","2","","",""
"3710","013762","1","10095","CL04","Closed","Active","10","FY1","","","Enrolment","40","40","","",""
"3742","105794","1","40176","LE02","Open","Active","10","1","TU01","","Enrolment","5","0","","",""
"3720","105264","1","25641","THE","Open","Active","1","1","","","Enrolment","100","0","","",""
"3720","108522","1","28937","TU13","Closed","Active","10","1","","","Enrolment","25","25","","",""
"3720","102234","1","24364","TU03","Open","Active","10","1","","","Enrolment","22","16","","",""
"3720","002110","1","21030","WR01","Closed","Active","10","1","","","Enrolment","24","24","","",""
"3720","007258","1","20561","LE01","Closed","Tentative","10","1","","","Enrolment","40","0","","",""
"3744","106848","1","42220","SE03","Open","Active","10","1","","","Enrolment","40","21","","",""
"3710","102668","1","15625","THE","Open","Active","1","1","","","Enrolment","100","1","","",""
"3720","106505","1","23609","LE01","Open","Active","10","1","TU01","","Enrolment","70","29","","",""
"3710","102339","1","14210","TU09","Closed","Active","10","1","","","Enrolment","20","20","","",""
"3710","019786","1","13126","TU27","Open","Active","10","1","","","Enrolment","20","17","","",""
"3720","108805","1","26325","01NT","Open","Active","1","1","","","Enrolment","20","4","","",""
"3720","105445","1","20314","LE01","Open","Active","10","1","","","Enrolment","40","2","","",""
"3705","104450","1","92016","LE01","Open","Active","10","S01","","","Enrolment","40","27","","",""
"3742","108862","1","40198","LE02","Closed","Active","10","1","TU01","","Enrolment","10","10","","",""
"3720","102701","1","24092","TU13","Closed","Active","10","1","","","Enrolment","22","22","","",""
"3720","108009","1","24987","LE01","Open","Active","10","1","","","Enrolment","10","6","","",""
"3710","108674","1","10347","TU06","Closed","ToBeCancel","10","1","","","Enrolment","20","0","","",""
"3733","108542","2","30101","01NA","Open","Active","1","1","","","Enrolment","15","9","","",""
"3705","104253","1","92116","TU03","Open","Active","10","1","","","Enrolment","20","16","","",""
"3710","109018","1","13591","CL06","Open","Active","10","1","LE01","","Enrolment","8","6","","",""
"3710","104780","1","10847","LE01","Open","Active","10","1","","","Enrolment","120","84","","",""
"3710","105717","1","15321","LE01","Open","Active","10","1","","","Enrolment","30","11","","",""
"3720","106185","1","23383","PR05","Open","Active","11","FY2","LE02","SE02","Enrolment","9","8","","",""
"3720","105711","1","23801","LE01","Open","Active","10","FY2","","","Enrolment","230","218","","",""
"3742","108878","1","40134","LE02","Open","Active","10","1","TU01","","Enrolment","10","0","","",""
"3710","106151","1","14707","SE22","Closed","ToBeCancel","10","1","","","Enrolment","30","0","","",""
"3746","004468","2","44107","01NA","Open","Active","1","1","","","Enrolment","35","24","","",""
"3720","108506","1","26240","01NT","Open","Active","1","TYB","","","Enrolment","20","0","","",""
"3705","106501","1","92196","01NT","Open","Active","1","1","","","Enrolment","20","0","","",""
"3720","104230","1","24408","WR08","Closed","Active","10","1","","","Enrolment","32","32","","",""
"3742","108561","2","40341","01OL","Open","Active","1","COL","","","Enrolment","50","4","","",""
"3720","103259","1","24306","TU07","Closed","Active","10","1","","","Enrolment","18","18","","",""
"3720","100683","1","25452","TRF","Open","Active","1","1","","","Enrolment","100","0","","",""
"3720","107764","1","25974","01FL","Closed","Active","1","1","","","Enrolment","0","0","","",""
"3710","107013","1","15932","01NT","Open","Active","1","1","","","Enrolment","10","6","","",""
"3710","107436","1","12773","TU17","Closed","Active","10","1","","","Enrolment","25","25","","",""
"3710","108648","1","16414","01NT","Open","Active","1","TYB","","","Enrolment","20","0","","",""
"3720","106410","1","22446","LE01","Open","Active","10","1","","","Enrolment","30","27","","",""
"3720","105038","1","20483","SE03","Closed","Active","10","1","","","Enrolment","30","30","","",""
"3720","103920","1","25595","THE","Open","Active","1","1","","","Enrolment","100","0","","",""
"3720","105313","1","25646","TRF","Open","Active","1","1","","","Enrolment","100","0","","",""
"3710","106924","1","12759","LE01","Open","Active","10","1","PR01","TU01","Enrolment","60","57","","",""
"3710","103269","1","18738","LE01","Open","Active","10","1","","","Enrolment","20","16","","",""
"3739","105714","2","36101","01NA","Open","Active","1","1","","","Enrolment","10","0","","",""
"3720","103511","1","25553","THE","Open","Active","1","1","","","Enrolment","100","1","","",""
"3710","105872","1","11561","LE01","Open","Active","10","1","","","Enrolment","140","86","","",""
"3710","013762","1","10092","CL01","Open","Active","10","FY1","","","Enrolment","40","39","","",""
"3742","105820","1","40076","LE02","Open","Active","10","1","TU01","","Enrolment","5","1","","",""
"3720","105517","1","21167","TU01","Open","Active","10","1","","","Enrolment","20","19","","",""
"3710","106083","1","13581","LE01","Open","Active","10","1","","","Enrolment","65","55","","",""
"3710","006362","1","10441","TU02","Open","Active","10","1","","","Enrolment","25","24","","",""
"3710","109107","1","18691","SE01","Open","Active","10","1","","","Enrolment","15","0","","",""
"3710","104995","1","10696","SE10","Open","Active","10","1","","","Enrolment","30","27","","",""
"3720","104711","1","22089","LE01","Open","Active","10","1","","","Enrolment","120","79","","",""
"3720","008097","1","25224","TU16","Closed","Active","11","FY2","LE02","","Enrolment","4","4","","",""
"3710","003565","1","12650","TU04","Open","Active","10","1","","","Enrolment","24","22","","",""
"3742","108925","1","40284","TU06","Open","Active","10","1","LE01","SE01","Enrolment","7","6","","",""
"3720","107595","1","20654","WR01","Open","Active","10","1","","","Enrolment","40","27","","",""
"3720","108083","1","22193","WR01","Open","Active","10","1","","","Enrolment","20","15","","",""
"3720","109061","1","28497","LE01","Open","Active","10","FY2","PR01","","Enrolment","70","50","","",""
"3720","107042","1","21839","LE01","Open","Active","10","1","","","Enrolment","210","165","","",""
"3710","105894","1","15323","LE01","Open","Active","10","1","","","Enrolment","30","17","","",""
"3720","103506","1","25549","THE","Open","Active","1","1","","","Enrolment","100","1","","",""
"3720","102559","1","25503","TRF","Open","Active","1","1","","","Enrolment","300","2","","",""
"3710","107202","1","15957","01NT","Open","Active","1","1","","","Enrolment","15","2","","",""
"3710","109048","1","10652","TU01","Open","Active","10","1","WR01","","Enrolment","10","8","","",""
"3720","107033","1","21831","TU01","Open","Active","10","1","","","Enrolment","115","108","","",""
"3710","101399","1","13813","TU05","Closed","Active","10","1","","","Enrolment","25","25","","",""
"3710","104232","1","18473","WR12","Open","Active","10","1","","","Enrolment","20","17","","",""
"3739","108560","2","36125","01NA","Open","Active","1","1","","","Enrolment","5","3","","",""
"3720","108171","1","26091","THE","Open","Active","1","1","","","Enrolment","100","18","","",""
"3720","108149","1","24784","TU18","Closed","Active","10","1","","","Enrolment","23","23","","",""
"3720","104561","1","21151","WR01","Open","Active","10","1","","","Enrolment","64","50","","",""
"3720","108398","1","26149","01NT","Open","Active","1","TYB","","","Enrolment","20","0","","",""
"3720","008570","1","25323","CB01","Closed","Active","10","FY2","LE01","","Enrolment","12","12","","",""
"3710","105968","1","15437","LE01","Open","Active","10","1","","","Enrolment","50","37","","",""
"3710","107048","1","13944","PR01","Closed","Active","10","1","LE01","TU01","Enrolment","36","36","","",""
"3720","104317","1","20267","LE01","Open","Active","10","1","","","Enrolment","20","7","","",""
"3739","006410","3","36066","LE01","Open","Active","10","1","","","Enrolment","35","32","","",""
"3720","008097","1","25202","TU38","Closed","Active","12","FY2","LE03","","Enrolment","4","4","","",""
"3720","107311","1","25835","01NT","Open","Active","1","FM1","","","Enrolment","10","0","","",""
"3720","009877","1","22915","LE01","Open","Active","10","1","","","Enrolment","75","50","","",""
"3720","109089","1","26356","01NT","Open","Active","1","TYA","","","Enrolment","20","0","","",""
"3710","108235","1","15090","RS05","Open","Active","10","1","","","Enrolment","20","3","","",""
"3710","104231","1","14435","TU09","Closed","Cancelled","10","1","","","Enrolment","0","0","","",""
"3720","003253","1","23525","TU07","Closed","Active","10","FY2","LE01","","Enrolment","9","9","","",""
"3710","107480","1","16010","01NT","Open","Active","1","FY1","","","Enrolment","30","19","","",""
"3710","013762","1","10093","CL02","Open","Active","10","FY1","","","Enrolment","40","37","","",""
"3720","005340","1","28705","01NT","Open","Active","1","FY2","","","Enrolment","10","4","","",""
"3748","108911","1","46025","LE01","Open","Active","10","1","","","Enrolment","100","46","","",""
"3710","108495","1","16363","01NT","Open","Active","1","FM2","","","Enrolment","20","0","","",""
"3710","108169","1","16220","TRF","Open","Active","1","1","","","Enrolment","100","0","","",""
"3720","107763","1","25973","01EX","Open","Active","1","1","","","Enrolment","3","0","","",""
"3710","102225","1","15610","THE","Open","Active","1","1","","","Enrolment","100","1","","",""
"3710","105114","1","14732","LE01","Open","Active","10","1","","","Enrolment","250","187","","",""
"3710","106105","1","18577","PB02","Open","Active","10","1","LE01","TU01","Enrolment","25","3","","",""
"3710","101928","1","12833","LE01","Open","Active","10","1","","","Enrolment","10","3","","",""
"3720","107235","1","25829","01NT","Open","Active","1","1","","","Enrolment","10","0","","",""
"3720","003675","1","22920","LE01","Open","Active","10","1","","","Enrolment","80","79","","",""
"3720","108675","1","24333","TU06","Closed","Cancelled","10","1","","","Enrolment","20","0","","",""
"3710","105047","1","12363","TU06","Open","Active","10","1","","","Enrolment","40","37","","",""
"3742","105830","1","40106","LE02","Open","Active","10","1","TU01","","Enrolment","5","0","","",""
"3720","107031","1","21835","PR03","Open","Active","10","1","LE01","","Enrolment","36","35","","",""
"3710","107347","1","15995","01NA","Open","Active","1","1","","","Enrolment","45","21","","",""
"3720","109175","1","28829","01NT","Open","Active","1","1","","","Enrolment","10","0","","",""
"3720","106118","1","28379","LE01","Open","Active","10","1","TU01","","Enrolment","40","23","","",""
"3710","108188","1","12779","PF01","Open","Active","10","1","","","Enrolment","50","25","","",""
"3710","104234","1","14538","TU06","Closed","Cancelled","10","1","","","Enrolment","0","0","","",""
"3710","106439","1","15898","01NT","Open","Active","1","1","","","Enrolment","20","2","","",""
"3710","107102","1","12127","LE01","Closed","Active","10","1","","","Enrolment","1","1","","",""
"3710","105511","1","11716","TU06","Open","Active","10","1","","","Enrolment","23","20","","",""
"3710","102931","1","15628","TRF","Open","Active","1","1","","","Enrolment","100","0","","",""
"3720","006362","1","20896","TU16","Closed","Tentative","10","1","","","Enrolment","30","0","","",""
"3710","005819","1","13953","LE01","Open","Active","10","1","","","Enrolment","10","3","","",""
"3720","107157","1","21078","SE01","Open","Active","10","1","","","Enrolment","30","8","","",""
"3710","105394","1","15788","01NT","Open","Active","1","FY1","","","Enrolment","10","1","","",""
"3720","106534","1","23178","ST02","Closed","Active","10","1","","","Enrolment","50","50","","",""
"3742","105947","1","40189","LE01","Open","Active","10","1","TU01","","Enrolment","5","0","","",""
"3720","106326","1","22133","SE01","Open","Active","10","1","","","Enrolment","40","32","","",""
"3720","108028","1","26065","THE","Open","Active","1","1","","","Enrolment","100","0","","",""
"3710","107319","1","15988","01NT","Open","Active","1","FY1","","","Enrolment","10","1","","",""
"3710","103341","1","12099","LE01","Open","Active","10","FM2","","","Enrolment","35","23","","",""
"3742","105792","1","40290","LE02","Open","Active","10","1","TU01","","Enrolment","5","0","","",""
"3710","104790","1","10849","LE01","Open","Active","10","1","","","Enrolment","120","111","","",""
"3710","108660","1","16424","01EX","Open","Active","1","1","","","Enrolment","3","0","","",""
"3710","108675","1","14417","TU09","Closed","Active","10","1","","","Enrolment","26","27","","",""
"3710","108675","1","14421","TU05","Open","Active","10","1","","","Enrolment","26","22","","",""
"3710","108149","1","14981","TU01","Closed","Active","10","1","","","Enrolment","25","25","","",""
"3720","003241","1","20087","CB01","Closed","Active","10","FY2","LE01","","Enrolment","10","10","","",""
"3720","104257","1","20392","TU05","Closed","Tentative","10","1","","","Enrolment","22","0","","",""
"3705","105084","1","92165","01NT","Closed","Active","1","1","","","Enrolment","0","4","","",""
"3720","104245","1","24237","TU08","Closed","Active","10","1","","","Enrolment","25","25","","",""
"3720","108841","1","25040","LE01","Open","Active","10","1","","","Enrolment","79","66","","",""
"3720","108711","1","23411","TU11","Closed","Active","10","1","","","Enrolment","25","25","","",""
"3733","108706","2","30107","01NA","Open","Active","1","1","","","Enrolment","35","12","","",""
"3720","102182","1","21548","LE01","Open","Active","10","FY2","","","Enrolment","30","21","","",""
"3720","003192","1","25361","01HO","Open","Active","1","FY2","","","Enrolment","180","173","","",""
"3710","008510","1","13910","LE01","Open","Active","10","1","","","Enrolment","5","1","","",""
