"Eff_Date","Course_ID","Status","Short_Title","Long_Title","Min_Units","Max_Units","Prgrss_Unt","Grading","Last_Crse","Enrl_Unt_Calc","Descr"
"01/01/2017","009829","A","Cancer,Stem Cells & Dev III","Cancer, Stem Cells & Development III","6.00","6.00","6.00","M10","N","1","This course will study the regulation of cellular signalling, proliferation and differentiation in the context of embryonic development and diseases such as cancer. The course provides detailed information on the major conceptual and technical advances in this field, focussing on two principle themes: The Molecular Basis of Cancer: topics include - the molecular mechanisms underlying normal cell-cell communication, signal transduction pathways, control of cell proliferation and apoptosis, cell fate decisions and differentiation, intracellular compartments and the cytoskeleton and its role in determining cell shape, adhesion and migration. Stem Cells and Development: topics include the generation and use of embryonic and adult stem cells, cellular reprogramming and induced pluripotent stem cells (iPS) cells and generation and analysis of transgenic and knock-out mice. Additional topics include the molecular basis of animal development in lower eukaryotes and vertebrates, cell differentiation, neurogenesis, morphogenesis, the molecular basis of segmentation and body plan, the role of growth factors in developmental decisions, sex determination and medical applications."
"01/01/2017","009877","A","Distributed Systems UG","Distributed Systems","3.00","3.00","3.00","M10","N","1","A selection of topics from the following: the challenges faced in constructing client/server software: partial system failures, multiple address spaces, absence of a single clock, latency of communication, heterogeneity, absence of a trusted operating system, system management, binding and naming. Techniques for meeting these challenges: RPC and middleware, naming and directory services, distributed transaction processing, 'thin' clients, data replication, cryptographic security, mobile code. Introduction to Java RMI."
"01/01/2017","009901","A","Operating Systems PG","Operating Systems","3.00","3.00","3.00","M10","N","1","OS purposes: resource management and the extended virtual computer; historical development. Processes: critical sections and mutual exclusion, semaphores, monitors, classical problems, deadlock; process scheduling. Input and Output: hardware and software control. Memory management: multi-programming; swapping; virtual memory, paging and symbolic segmentation; File System: operations, implementation, performance. Protection mechanisms: protection domains, access lists, capability systems, principle of minimum privilege."
"01/01/2017","009938","A","Supervised Research Project","Supervised Research Project","12.00","12.00","12.00","M10","N","1"," "
"01/01/2017","009945","A","Env Issues III","Environmental Issues III","6.00","6.00","6.00","M10","N","1",""
"01/01/2017","009956","A","Intro Software Engineering UG","Introduction to Software Engineering","3.00","3.00","3.00","M10","N","1","This course provides a general introduction to software engineering. It introduces concepts such as software processes and agile methods, and essential software development activities, from initial specification through to system maintenance. Formalisms and tools to assist in software development are also presented, including common design patterns and UML notation. There is a focus on software testing, from unit testing to the testing of software releases. Project management and professional software engineering practice will also be covered. Case studies provide practical examples for many of these concepts."
"01/01/2017","011153","A","Style Studies II MS Pt 1","Style Studies II MS Pt 1","0.00","0.00","1.00","NOG","N","2","Topic I - historical, theoretical and practical study of the stylistic characteristics of Jazz; inma studies.
Topic II - a survey of the main stylistic characteristics of Western 'art' music in historical and cultural context, including particular reference to contemporary Australian music; inma studies."
"01/01/2017","011175","A","Theory of Music II MS Pt 1","Theory of Music II MS Pt 1","0.00","0.00","2.00","NOG","N","2","Consolidation and application of theoretical knowledge covered in the Diploma in Aboriginal Studies in Music, and extension of this knowledge primarily through analysis and composition in the context of style."
"01/01/2017","011277","A","Perf II MS Pt 1","Performance II MS Pt 1","0.00","0.00","2.00","NOG","N","2","Further development of ensemble and performance skills through group rehearsals, in-house performance workshops, performance activities which may include public performances/school or community workshops/performance forum/tours as determined and approved by the Department, a recording project and a field studies trip to the Anangu Pitjantjatjara Lands. Includes the application of learning skills/behaviours; the development of repertoire, arranging skills and rehearsal techniques; and the application of music literacy as appropriate."
"01/01/2017","011346","I","Hons Stats Part 1","Honours Statistics Part 1","0.00","0.00","12.00","NOG","N","2","Students are required to take 5 courses and a Statistics project as approved by the Head of the School of Mathematical Sciences."
"01/01/2017","011430","A","Prac Ext II Pt 1","Practical Extension II Pt 1","0.00","0.00","1.00","NOG","N","2","Further development of practical aspects related to music-making. Topics are music business and management skills; introduction to recording techniques; music networks and organisations; music industry skills - publishing, copyright, funding."
"01/01/2017","011462","I","Intro.To Ter.Mus.St. Pt 1","Introduction to Tertiary Music Study Pt 1","0.00","0.00","1.50","NOG","N","2","Development and application of tertiary level communication, research and study skills, as relevant to Aboriginal and Torres Strait Islander tertiary music students."
"01/01/2017","011468","A","Qual. Wk. In Anthro.","Qualifying Work in Anthropology","12.00","12.00","12.00","M10","N","1",""
"01/01/2017","011552","I","Community & Culture Pt 1","Community & Culture Pt 1","0.00","0.00","1.50","NOG","N","2","An introductory exploration of the arts in society using examples from a variety of indigenous and non-indigenous communities and cultures in Australia and elsewhere.  Themes include the social, political, religious and educational roles of artists and the arts, cultural identity and maintenance, aesthetics, technology and the arts, popular culture, culture contact and change."
"01/01/2017","012101","A","Spec Paediatric Dent VII Pt 1","Specialist Paediatric Dent VII Part 1","0.00","0.00","4.00","NOG","N","2","This course involves a series of seminars, assigned readings, assignments and case presentations on clinical aspects of the specialty. Students will also be involved in the clinical management at an advanced level of children and adolescents with a wide variety of clinical dental problems including those complicated by medical compromise. At the conclusion of this course students should have acquired the following generic skills: A superior capacity to articulate their knowledge and understanding in oral and written presentations; An understanding of the significance and value of their knowledge to the wider community (including business and industry); The capacity to engage where appropriate with issues in contemporary society; Professional knowledge and skills in child and adolescent welfare and management; Highly-developed problem-solving abilities in the area of paediatric dentistry that are characterised by a flexible approach; The ability to offer leadership in the area of paediatric dentistry; The capacity to value and participate in projects which require teamwork; An understanding of the significance and value of their knowledge to the wider community (including business and industry)."
"01/01/2017","012136","A","Earth's Interior I","Earth's Interior I","3.00","3.00","3.00","M10","N","1","This course provides a global perspective of Planet Earth and the dynamic processes that have modified it over its 4 billion-year history. We explore Earth's place in space and time and examine the operation of its internal chemical and physical processes. Fundamental concepts are developed: the formation and structure of the Earth; the driving forces of plate tectonics and continental drift; earthquakes and volcanoes, the formation and identification of geological materials, mountain building and rock deformation; the development of the geologic timescale. Emphasis is given to the geological evolution of Australia."
"01/01/2017","012183","A","Hons Maths/Stats Part 1","Hons Pure Mathematics & Statistics Part 1","0.00","0.00","12.00","NOG","N","2","Students are required to take 5 courses and a research project in Pure Mathematics and Statistics as approved by the Head of the School of Mathematical Sciences."
"01/01/2017","012190","A","Honours Dentistry Part 1","Honours Dentistry Part 1","0.00","0.00","12.00","NOG","N","2","Candidates may, with the approval of the Head of Department, enrol in the Honours Dentistry program after they have successfully completed  third year, or after they have obtained the degree of Bachelor of Dental Surgery or equivalent. Under certain circumstances, candidates who have obtained an degree in another Faculty may be admitted to an Honours program in Dentistry.
Candidates may choose as their principal area of study one of the current research thrusts of the Dental School. Candidates will be required to undertake on a full time basis for one year (or half-time if approved by the Dean], a program of study which may include essays, seminars, laboratory work, clinical work and a research project under the supervision of a member of the School. A candidate may be required to undertake such formal courses of study in related courses as are deemed desirable. Prospective candidates are advised to consult the Dean of the Dental School and staff members in the year preceding the honours year to discuss the area of proposed study.
ANAT SC 4000A/B Honours Anatomical Sciences 
BIOCHEM 4000A/B Honours Biochemistry 
DENT 4100A/B Honours Dentistry 
GENETICS 4005A/B Honours Genetics 
PATHOL 4000A/B Honours Pathology 
PHARM 4000A/B Pharmacology"
"01/01/2017","012460","A","Person,Cult & Medicine I","Person, Culture and Medicine I","3.00","3.00","3.00","M10","N","1","Person, Culture and Medicine I is an interdisciplinary course that combines theoretical perspectives from psychology, physical anthropology and cultural anthropology, and applies them to the complex human processes of eating, intimate relationships, pain and death and dying. The course requires attendance at three-hour seminar/tutorial blocks.  Please be aware that it is not a course about Psychiatry, but is a course about food, sex, pain and death and how these human processes can be considered from different disciplinary orientations.  The course will be of interest to people interested in a clinical career as a medical practitioner or a psychologist (or other health care professional), but will also have potential relevance to those interested in cross-cultural issues, philosophical questions about behaviour and interdisciplinary approaches to questions related to behaviour."
"01/01/2017","012493","A","Hons.Des.Studies Part 1","Honours Design Studies Part 1","0.00","0.00","12.00","NOG","N","2","Students will be required to undertake supervised research in one or two advanced topics, thereby developing a thorough understanding of appropriate research techniques. The outcome of this research will be submitted in the form of a substantial essay or research report including a survey of the literature relevant to the topic(s) chosen. The range of topics to be offered in any year will depend on staff availability.
Topics expected to be offered from time to time include:
Architectural & Landscape Architectural History
Australian Architectural & Landscape Architectural History
Australian Urban Design History & Practice
Computer-Aided Design
Computer Applications in Architecture, Landscape Architecture or Urban Design
Conservation in the Built Environment
Criticism and Architecture & Landscape Architecture
Cross-Cultural Architectural & Landscape Architectural Topics
Dryland Landscape Design
Heritage Conservation & Cultural Landscapes
Islamic Architecture & Garden Design
Issues in Sustainable Architecture & Urban Design
Plants in Design
Project Management
South East Asian Architecture & Landscape Architecture
Theories in Modern Architecture & Landscape Architecture
Thermal Design of Buildings
Urban Design Histories & Theories
Urban Design in Islamic or South East Asian Places
Urban Ecology.
Subject to the approval of the Head of the School of Architecture, Landscape Architecture and Urban Design and with the agreement of the other Departments/Schools/Faculties concerned, a course equivalent to 12 units at Level IV taught in another department/ school/faculty may be taken as part of this program."
"01/01/2017","012854","A","Project F (AW) Part 1","Project F (AW) Part 1","0.00","0.00","6.00","NOG","N","2","Projects comprise some or all of laboratory experiments, field trials, case studies, and critical literature reviews, and normally culminate in a seminar and a substantial written report.  Topics for projects are chosen in consultation with the Project Supervisor.  This course is the first half of a project that is completed over 2 semesters."
"01/01/2017","012871","A","Sp Oral & Max Surg VI Pt 1","Specialist Oral and Maxillofacial Surg. VI Pt 1","0.00","0.00","4.00","NOG","N","2","The course is designed to teach outpatient and inpatient clinical skills in oral and maxillofacial surgery to the basic surgical science levels. Students initially embark upon a course of study which bridges the teaching of anatomy between the undergraduate program for dentistry and medicine, in particular below clavical gross anatomy. Students are introduced to skills of medical practice, the scientific study of the processes of disease states and the ethics of medicine. Emphasis will be placed on the acquisition of skills in clinical interviewing and communication as well as those required to elicit and record a clinical history and to perform a physical examination. Clinical data gathered at the bedside is to be interpreted in the context of a scientific understanding of the aetiology, pathophysiology and prognosis of common disease processes, aided where appropriate by information derived from laboratory and other diagnostic investigations. In the study of biomedical ethics, the student will be equipped with the conceptual tools to think clearly about ethical problems and reach sound ethical judgements in a clinical context. This course is usually taken over two years."
"01/01/2017","013019","A","Hons Math Sc Part 1","Honours Mathematical Sciences Part 1","0.00","0.00","12.00","NOG","N","2","Students are required to take 5 courses and a research project in the Mathematical Sciences as approved by the Head of the School of Mathematical Sciences."
"01/01/2017","013152","A","Hons.Applied Maths Part 1","Honours Applied Mathematics Part 1","0.00","0.00","12.00","NOG","N","2","Students are required to take 5 courses and an Applied Mathematics research project as approved by the Head of the School of Mathematical Sciences."
"01/01/2017","013223","I","Performance A Pt 1","Performance A Pt 1","0.00","0.00","2.00","NOG","N","2","The development of ensemble and performance skills through group rehearsals in house performance workshops, performance activities which may include public performances/performance forums/schoolor community workshops/recording projects/tours, recording projects and tours, as determined and approved by the Department.  Includes effective application of learning skills; the development of repertoire, arranging skills and rehearsal techniques; and the application of musical literacy as appropriate."
"01/01/2017","013241","A","Scientific Basis Med II Part 1","Scientific Basis of Medicine II Part 1","0.00","0.00","3.00","NOG","N","2","Through the study of clinical cases students will further develop their knowledge and understanding of the basic scientific principles that underpin the practice of medicine. The Case Based Learning Program emphasises the need for students to be able to explain the mechanisms responsible for the production of symptoms and signs of diseases and to be able to relate these to pathophysiology and related underlying scientific disciplines. Student learning in this program is supported by relevant resource sessions and lectures."
"01/01/2017","013249","A","Clinical Skills II Pt 1","Clinical Skills II Part 1","0.00","0.00","3.00","NOG","N","2","Students continue to develop and refine the skills required for medical practice.  Emphasis is placed on developing the clinical interviewing skills required to elicit and record a clinical history and to perform a physical examination. Clinical skills will be gained within a state-of-art  Clinical Skills Laboratory located within the Medical School building."
"01/01/2017","013253","A","M Prof & Pers Dev II Pt 1","Medical Professional & Personal Development II Pt1","0.00","0.00","3.00","NOG","N","2","Through this stream students will continue to develop competency in communication with patients, patients' relatives, peers and other health professionals. Alongside communication competency; students are assisted to develop strategies and skills for self care and for addressing attitudinal, ethical and professional aspects of life as a medical practitioner. Skills in information technology, decision making, information management, analysis of statistics and evidence based medicine are developed. Knowledge of the broader context of health care is encouraged through an understanding of public health, epidemiology and population health issues."
"01/01/2017","013498","A","Diss Linguistics P/T Part 1","Dissertation in Linguistics P/T Part 1","0.00","0.00","6.00","NOG","N","2","Dissertation on an Applied Linguistics topic approved by the Convenor of Applied Linguistics."
"01/01/2017","013552","A","Aur Dev't (New) II Pt 1","Aural Development (New) II Pt 1","0.00","0.00","0.50","NOG","N","2","Further development of musical literacy, aural awareness and analytical listening skills through practical application. Includes the recognition and reproduction of rhythmic, melodic and harmonic structures."
"01/01/2017","013617","A","Mathematics IM","Mathematics IM","3.00","3.00","3.00","M10","N","1","This course provides the necessary additional mathematics to prepare students for MATHS 1011 Mathematics IA. The course develops logical thinking and problem solving skills with an emphasis on applications. Topics covered are: mathematical notation and deductive reasoning, trigonometric functions and their derivatives, separable differential equations and Euler's method, vectors and parametric curves, and complex numbers."
"01/01/2017","013637","A","Human Biology IA","Human Biology IA","3.00","3.00","3.00","M10","N","1","Are you studying in health and medical sciences, preparing for a health-related career, or simple keen to learn more about how our amazing bodies function in both health and disease? Human Biology provides students with an introduction to the anatomical structures and physiological functions of the human body. Students will investigate the relationships between normal structure and function in human cells, tissues and organs. Human Biology IA course content is divided into modules focused on Cells and Tissues, Bone Joints and Muscle, Nervous and Endocrine systems, and Reproduction. As well as introducing students to content, emphasis is placed on developing skills in research, critical analysis and communication of scientific information relevant to the study of humans. The course does not assume prior knowledge of year 12 biology or chemistry."
"01/01/2017","013643","A","Physics IA","Physics IA","3.00","3.00","3.00","M10","N","1","This calculus-based course is the foundation for a major in physics, and also provides a quantitative understanding of physics concepts applicable in biological and geological sciences, and in Engineering.
Measurement and uncertainties. Particle mechanics: Newton's law of motion, gravitation, work, energy, conservative forces, momentum, collisions. Thermal physics: heat, temperature, internal energy, kinetic theory of gases, thermodynamic processes. Electricity and magnetism: charge and current, electric field, Ohm's Law, DC circuits, Coulomb and Gauss' laws, electrostatics, capacitance, magnetic field, Ampere and Faraday's laws, inductance, LC circuits.  Practical problem solving."
"01/01/2017","013762","A","Clinical Skills I Pt 1","Clinical Skills I Part 1","0.00","0.00","3.00","NOG","N","2","From the first week of the course, students are introduced to the skills required for medical practice.  Emphasis is placed on developing the clinical interviewing skills required to elicit and record a clinical history and to perform a physical examination. Clinical skills will be gained within a state-of-art  Clinical Skills Laboratory located within the Medical School building."
"01/01/2017","013916","A","St In Comm & Cult I Pt 1","Studies in Community and Culture I Pt 1","0.00","0.00","1.50","NOG","N","2","An exploration of the arts in society drawing on examples from a variety of indigenous and non-indigenous communities and cultures in Australia and elsewhere. Themes include: the social, political, religious and educational roles of art, artists and arts institutions; cultural identity, cultural maintenance and development; aesthetics, technology and the arts, commercialism, culture contact and culture change.
This course includes classes presented by Visiting Lecturers from the Pitjantjatjara communities and a field studies visit to the Anangu Pitjantjatjara Lands."
"01/01/2017","013987","I","Theory of Music Pt 1","Theory of Music Pt 1","0.00","0.00","2.00","NOG","N","2","Introduction to the fundamentals of the Western music notation system, and to the basic concepts and structures upon which Western music and Western music theory are based.  Includes an introduction to theory as applied to the keyboard, and covers theoretical material relevant to a range of musical styles."
"01/01/2017","014055","A","Spec Paediatric Dent VIII Pt 1","Specialist Paediatric Dentistry VIII Part 1","0.00","0.00","12.00","NOG","N","2","This course involves a series of seminars, assigned readings, assignments and case presentations on clinical aspects of the specialty. Students will be involved with the clinical management at a specialist level of children and adolescents with a wide variety of clinical dental problems. At the conclusion of this course, students should have acquired the following generic skills: Advanced skills and techniques applicable to the discipline of paediatric dentistry; The ability to provide leadership in paediatric dentistry; A superior capacity to articulate their knowledge and understanding in oral and written presentations; Advanced understanding of the international context and sensitivities of the specialist area."
"01/01/2017","014242","A","French ISA: Lang & Culture","French ISA: Language and Culture","3.00","3.00","3.00","M10","N","1","This course is designed for students who have studied French at high school to Year 12 level (or equivalent). It reviews and extends the language skills already acquired and develops reading and research skills in the area of French culture. This year, the culture component of the course is 'La France contemporaine' (contemporary French society and culture). See French Department handbook for more details."
"01/01/2017","014344","I","Aural Development Pt 1","Aural Development Pt 1","0.00","0.00","1.00","NOG","N","2","Introduction to the development of musical literacy through practical application, and introduction to the development of aural awareness and analytical skills.  Includes recognition and reproduction of basic rhythmic, melodic and harmonic structures."
"01/01/2017","014514","A","Sp Clin Forensic Odn VIII Pt 1","Specialist Clinical Forensic Odontology VIII Pt 1","0.00","0.00","12.00","NOG","N","2","History of forensic odontology. International legal systems and the coronial system. Relationship of the police to the practice of forensic odontology. Methods of investigation of civil and criminal matters. Preservation and recovery of dental evidence including forensic dental photography. Dental autopsy techniques and principles and practices of forensic dental identification. Interpretation of dental records. Single and multiple victim identification emphasising management, international protocols and cultural aspects. Computerisation in dental identification. Alternate methods of dental identification, including video and computer imaging in cranio-facial video superimposition. General principles of forensic pathology with emphasis on time of death, time since death, autopsy techniques and injury assessment. Interdisciplinary nature of forensic specialities. The scope and history of physical anthropology. Osteology and anatomy of the skull and face. Comparative anatomy and evolution. The importance of anthropology in disaster victim identification. General principles of oral pathology with particular emphasis on the structure of human skin, patterns of injury and healing. Analysis of biting patterns and forces of the masticatory system. Collection and preservation of bitemark evidence. Principles and techniques of bite mark investigations. Forensic report writing. Presentation of evidence in court. Occupational health and safety. Public speaking and community education in forensic odontology."
"01/01/2017","014592","A","Sp Clin Forensic Odn VI Pt 1","Specialist Clinical Forensic Odontology VI Pt 1","0.00","0.00","4.00","NOG","N","2","History of forensic odontology. International legal systems and the coronial system. Relationship of the police to the practice of forensic odontology. Methods of investigation of civil and criminal matters. Preservation and recovery of dental evidence including forensic dental photography. Dental autopsy techniques and principles and practices of forensic dental identification. Interpretation of dental records. Single and multiple victim identification emphasising management, international protocols and cultural aspects. Computerisation in dental identification. Alternate methods of dental identification, including video and computer imaging in cranio-facial video superimposition. General principles of forensic pathology with emphasis on time of death, time since death, autopsy techniques and injury assessment. Interdisciplinary nature of forensic specialities. The scope and history of physical anthropology. Osteology and anatomy of the skull and face. Comparative anatomy and evolution. The importance of anthropology in disaster victim identification. General principles of oral pathology with particular emphasis on the structure of human skin, patterns of injury and healing. Analysis of biting patterns and forces of the masticatory system. Collection and preservation of bitemark evidence. Principles and techniques of bite mark investigations. Forensic report writing. Presentation of evidence in court. Occupational health and safety. Public speaking and community education in forensic odontology"
"01/01/2017","014831","A","Spec Paediatric Dent VI Pt 1","Specialist Paediatric Dentistry VI Part 1","0.00","0.00","4.00","NOG","N","2","This course involves a series of seminars, assigned readings and registrar-prepared assignments on the basic sciences which form the basis of the specialty and the clinical aspects of the speciality. Students are introduced to the clinical management of dental problems in children and adolescents including an introduction to the dental management of children with medically compromising conditions. At the conclusion of this subject students should have acquired the following generic skills: Have an advanced understanding of the changing knowledge base in paediatric dentistry; Be able to evaluate and synthesise the research and professional literature in the field of paediatric dentistry; Have the capacity to manage competing demands on time, including self-directed project work, and the capacity to value and participate in projects, which require teamwork; Have the capacity to engage where appropriate with issues in contemporary society; Have well-developed problem-solving abilities in the area of paediatric dentistry that are characterised by a flexible approach; Well-developed problem-solving abilities in the area of paediatric dentistry that are characterised by a flexible approach; Advanced competencies in areas of professional expertise relevant to paediatric dentistry; A broad understanding of the international context and sensitivities involved in the area of paediatric dentistry."
"01/01/2017","014935","A","Comm Topics Dent Clin Sc Pt 1","Common Topics in Dental Clinical Science Part 1","0.00","0.00","2.00","NOG","N","2","The course of lectures and seminars aims to provide postgraduate students with a contemporary perspective of applied dental sciences, particularly topics in areas related to the candidate's field of study."
"01/01/2017","014979","A","Prac Mus St I MS Pt 1","Practical Music Study I MS Pt 1","0.00","0.00","2.00","NOG","N","2","One to one individual tuition on the student's  selected instrument (or voice). Includes technical development, musical literacy, musicianship, repertoire and the use, care and maintenance of the instrument (or voice). Includes participation in master classes."
"01/01/2017","015011","A","Theory of Music I MS Pt 1","Theory of Music I MS Pt 1","0.00","0.00","1.50","NOG","N","2","Consolidation and extension of the basic concepts and structures underlying Western music and Western music theory, including the application of the Western music notation system. Introduction to analysis and composition in a range of stylistic contexts."
"01/01/2017","015104","A","Psychology IA","Psychology IA","3.00","3.00","3.00","M10","N","1","This course, together with PSYCHOL 1001, provides an introduction to the basic concepts and core topics within contemporary psychology. The two courses may be taken singly or in combination. Core topics covered over the year will include the development of the individual over the lifespan; the study of the person in a social context; differences between people with respect to their intelligence and personality; issues related to individual adjustment and maladjustment; the biological bases of behaviour; the interpretation by the brain of sensory signals from the external environment; the mechanisms underlying learning; the encoding, storage and retrieval of information; the nature of motivation and emotion; and culture and cross-cultural psychology. The courses will also provide an introduction to the methodological approaches employed by psychologists to study these topics. Major findings to emerge from psychological research will be presented, and the practical significance of such work will be discussed. Practical work will address the conventions of psychological report-writing and the ethical principles underlying psychological research and practice.
Lecture material will be posted online via MyUni and face-to-face teaching will take the form of interactive workshops."
"01/01/2017","015174","A","Hons.Pure & App.Math Part 1","Hons Pure & Applied Maths Part 1","0.00","0.00","12.00","NOG","N","2","Students are required to take 5 courses and a research project in Pure and Applied Mathematics as approved by the Head of the School of Mathematical Sciences."
"01/01/2017","015234","A","Research Studs (CASM) I MS Pt1","Research Studies (CASM) I MS Pt 1","0.00","0.00","1.50","NOG","N","2","This course provides an introduction to research in music and provides an opportunity for students to gain experience in designing and conducting their own research projects. The course also explores major directions, themes and paradigms in the research of music and society, whilst also focussing on the development of student research skills and the completion of research proposals reflecting students'  musical, cultural and academic interests.
In addition the Field Studies trip to the Anangu Pitjantjatjara lands provides an opportunity for students to critically explore and reflect on the possible applications for their research skills. The course includes classes presented by visiting Lecturers from the Anangu Pitjantjatjara communities and may also include visits to prominent Kaurna events and places."
"01/01/2017","015340","A","Major Recital IV part 1","Major Recital IV part 1","0.00","0.00","6.00","NOG","N","2","A program of works in the repertoire of the instrument studied. Repertoire may include solo works, chamber music, orchestral material, concerti, accompaniment etc. Recital programs are subject to approval and details must be submitted within the first 6 weeks of the program."
"01/01/2017","015385","I","Performance I MS Pt 1","Performance I MS Pt 1","0.00","0.00","2.00","NOG","N","2","The development of ensemble and performance skills through group rehearsals, in-house performance workshops, performance activities which may include public performances/school or community workshops/tours as determined and approved by the Department, a recording project and a field studies trip to the Anangu Pitjantjatjara Lands. Includes the application of learning skills/behaviours; the development of repertoire, arranging skills and rehearsal techniques; and the application of music literacy as appropriate."
"01/01/2017","015692","A","Spec Clin DMF Rad VI Part 1","Spec Clin Dent-Max Facial Radiology VI Pt 1","0.00","0.00","4.00","NOG","N","2","The range of knowledge required to pursue specialist training in Dento-Maxillo-Facial Radiology can be divided into four sections: Basic physics and equipment: the production of x-rays, their properties and interactions which result in the formation of a radiographic image; Radiation protection: the protection of patients and dental staff from the harmful effects of x-rays; Radiography: the techniques involved in producing the various radiographic images; Radiography: the interpretation of these radiographic images.
The course comprises advanced aspects of dental radiology, including biological sciences, radiological sciences, radiography and radiology with advanced work being undertaken in the related disciplines of oral pathology, oral diagnosis and oral medicine. Students will attend radiology clinics in the Adelaide Dental Hospital, Royal Adelaide Hospital, Flinders Medical Centre as well as private clinics."
"01/01/2017","015700","A","Hons App Math & Gen Part 1","Honours Applied Maths & Genetics Part 1","0.00","0.00","12.00","NOG","N","2","Students are required to undertake 3 honours level Applied Mathematics courses, the Frontiers in Genetics Proposal worth 30% and a research project in Applied Mathematics and Genetics worth 30% as approved by the Head of the School of Mathematical Sciences and the Head of Genetics."
"01/01/2017","015782","A","Hons Comp Sc/Pure Ma Part 1","Honours Comp Science & Pure Maths Part 1","0.00","0.00","12.00","NOG","N","2","Students are required to take 5 courses and a research project in Pure Mathematics and Computer Science as approved by the Head of the School of Mathematical Sciences and the Head of the School of Computer Science."
"01/01/2017","015875","A","General Studies (New) I Pt 1","General Studies (New) I Pt 1","0.00","0.00","1.00","NOG","N","2","A range of elective topics such as CASM choir; Torres Strait Islander dance; computing for musicians - an introduction to the use of synthesisers, MIDI, sequencers; computer notation and educational software; studio techniques - an introduction to the function and use of equipment used in the live performance and recording of music; song-writing - an introduction to the various techniques used in developing ideas and turning them into songs. All topics will not necessarily be offered in any one year and others may be offered from time to time. At the discretion of the Academic Coordinator a student may be credited with external units; in such cases the Academic Coordinator will also determine the appropriate weighting. Students will be encouraged to undertake projects which relate to their areas of special interest, where possible."
"01/01/2017","015904","A","Sp Oral & Max Surg VIII Pt 1","Specialist Oral and Maxillofacial Surg. VIII Pt 1","0.00","0.00","12.00","NOG","N","2","This course builds upon knowledge and clinical skills developed in DENT 8051AHO/BHO Specialist Oral and Maxillofacial Surgery VII."
"01/01/2017","015927","A","Spec Clin DMF Rad VII Part 1","Spec Clin Dent-Max Facial Radiology  VII Pt 1","0.00","0.00","4.00","NOG","N","2","This course builds upon knowledge and clinical skills developed in DENT 8010AHO/BHO Specialist Clinical Dento-Maxillo Facial Radiology VI."
"01/01/2017","016089","I","Research Project (Dip Physics)","Research Project (Diploma Physics)","6.00","6.00","6.00","M10","N","1","Supervised research project in physics."
"01/01/2017","016101","A","St In Comm & Cult II Pt 1","Studies in Community and Culture II Pt 1","0.00","0.00","1.50","NOG","N","2","Students undertake a negotiated project approved by the course lecturer and Academic Coordinator. Projects will focus on issues of the arts and society and will include direct engagement with the community.  Continuous project development with assistance from the course lecturer as required, including written and verbal reporting will form the core of the course.  This course also requires participation in the field studies to the Anangu Pitjantjatjara Lands."
"01/01/2017","016142","A","M Prof & Pers Dev I Pt 1","Medical Professional & Personal Development I Pt 1","0.00","0.00","3.00","NOG","N","2","Through this stream students will develop competency in communication with patients, patients' relatives, peers and other health professionals. Alongside communication competency; students are assisted to develop strategies and skills for self care and for addressing attitudinal, ethical and professional aspects of life as a medical practitioner. Skills in information technology, decision making, information management, analysis of statistics and evidence based medicine are developed. Knowledge of the broader context of health care is encouraged through an understanding of public health, epidemiology and population health issues."
"01/01/2017","016154","A","Res Meth,Exp Des & Eth Part 1","Research Methods, Experimental Design & Ethics P1","0.00","0.00","2.00","NOG","N","2","The course of seminars provides an appreciation of the scientific method, and of ethics approval procedures, as well as practical aspects of biostatistics, experimental design, research methodology, laboratory safety and infection control, use of computers, internet, and bibliographic databases, preparation of Research Proposal, evaluation of clinical and research papers, scientific writing, and presentation of research findings. Where possible, the material presented will be selected to meet the specific requirements of the students enrolled, and the theory of evidence-based dentistry will be introduced."
"01/01/2017","016201","I","M Ec Resch Proj A (P/T) Part 1","M Ec Research Project A (Part Time) Part 1","0.00","0.00","3.00","NOG","N","2","Each student is to undertake an individual research project that exhibits original investigation analysis and interpretation."
"01/01/2017","016235","A","General Studies (New) II Pt 1","General Studies (New) II Pt 1","0.00","0.00","1.50","NOG","N","2","A range of elective topics such as CASM Choir; Torres Strait Islander dance; computing for musicians - an introduction to the use of synthesisers, MIDI, sequencers; computer notation and educational software; studio techniques - an introduction to the function and use of equipment used in the live performance and recording of music; song writing - an introduction to the various techniques used in developing ideas and turning them into songs. All topics will not necessarily be offered in any one year and others may be offered from time to time. At the discretion of the Academic Coordinator a student may be credited with external units; in such cases the Academic Coordinator will also determine the appropriate weighting. Students will be encouraged to undertake projects which relate to their areas of special interest, where possible."
"01/01/2017","016473","I","Honours Commerce Part 1","Honours Commerce Part 1","0.00","0.00","12.00","NOG","N","2","A supervisor will be allocated to each student based on the topic or research area of interest. Late in the first semester students will be expected to outline their dissertation objective and proposed approach to a meeting of a small number of staff. The thesis is to be completed and presented by the end of semester 2 lectures. Four copies, typed double spaced on A4 paper and bound must be presented. Students will be expected to present themselves for an oral examination on their thesis at a date towards the end of the University's November examination period. Each student is required to undertake four first semester modules based on their research area of choice, as follows: Research Methodology; Quantitative Methods or Qualitative Methods; Advanced Readings. The Fourth module will be in Advanced Theory course in the discipline area of the student's thesis topic and may include: Advanced Theory in Accounting; Advanced Theory in Finance; Advanced Theory in Management; Advanced Theory in Marketing
Management."
