"Eff_Date","Course_ID","Offer_Nbr","Acad_Group","Subject","Catalogue","Approved","Campus","Sch_Print","Cat_Print","Print","Acad_Org","Career","Schedule_Course","Band_ID","Rq_Group","Discp_Grp_Cd","Field_of_Ed_Cd"
"01/01/2017","102856","2","BUS","MANAGEMT","7228NA","A","NGA","Y","Y","Y","BUSSCH","PGCW","N","3","002204","0904","080301"
"01/01/2017","102857","1","BUS","MANAGEMT","7229","A","NTRCE","N","N","Y","BUSSCH","PGCW","N","3","002199","0904","080301"
"01/01/2017","102857","2","BUS","MANAGEMT","7229NA","A","NGA","N","N","Y","BUSSCH","PGCW","N","3","002190","0904","080301"
"01/01/2017","102862","1","SCI","ENV BIOL","3220","A","NTRCE","Y","Y","Y","SCHBIOSCI","UGRD","N","2","002108","0401","010999"
"01/01/2017","102865","1","BUS","WINEMKTG","7035","A","NTRCE","Y","Y","Y","BUSSCH","PGCW","Y","3","","0999","080505"
"01/01/2017","102865","2","BUS","WINEMKTG","7035EX","A","NTRCE","Y","Y","Y","BUSSCH","PGCW","N","3","","0999","080505"
"01/01/2017","102886","1","ENG","CHEM ENG","7030","A","NTRCE","Y","Y","Y","CHEMENG","PGCW","N","2","","0701","030301"
"01/01/2017","102888","1","MATH","APP MTH","4046","A","NTRCE","Y","N","Y","MATHSCI","UGRD","Y","2","002429","0501","010100"
"01/01/2017","102889","1","MATH","APP MTH","4047","A","NTRCE","Y","N","Y","MATHSCI","UGRD","Y","2","002429","0501","010100"
"01/01/2017","102890","1","MATH","APP MTH","4048","A","NTRCE","Y","Y","Y","MATHSCI","UGRD","Y","2","002429","0501","010100"
"01/01/2017","102891","1","MATH","APP MTH","4049","A","NTRCE","Y","N","Y","MATHSCI","UGRD","Y","2","002429","0501","010100"
"01/01/2017","102892","1","SCI","RSCHSCI","8135","A","NTRCE","Y","Y","Y","GRADSTUD","PGRS","Y","","","0403","000009"
"01/01/2017","102894","1","ENG","PETROENG","7038","A","NTRCE","Y","Y","Y","PETROL","PGCW","Y","2","","0799","030399"
"01/01/2017","102898","1","ENG","PETROENG","7042","A","NTRCE","Y","Y","Y","PETROL","PGCW","Y","2","","0799","030399"
"01/01/2017","102899","1","ENG","PETROENG","7043","A","NTRCE","Y","Y","Y","PETROL","PGCW","N","2","","0799","030399"
"01/01/2017","102901","1","ENG","PETROENG","2009","A","NTRCE","Y","Y","Y","PETROL","UGRD","Y","2","","0799","030399"
"01/01/2017","102903","1","ENG","PETROENG","3019","A","NTRCE","Y","Y","Y","PETROL","UGRD","Y","2","","0799","030399"
"01/01/2017","102904","1","ENG","PETROENG","3020","A","NTRCE","Y","Y","Y","PETROL","UGRD","Y","2","","0799","030399"
"01/01/2017","102905","1","ENG","PETROENG","4022","A","NTRCE","Y","Y","Y","PETROL","UGRD","Y","2","","0799","030399"
"01/01/2017","102908","1","ENG","RSCHENG","8121","A","NTRCE","Y","Y","Y","GRADSTUD","PGRS","Y","","","0789","000009"
"01/01/2017","102920","1","SCI","OENOLOGY","7019WT","A","WAITE","Y","Y","Y","SCHAG&WINE","PGCW","Y","2","","1101","019905"
"01/01/2017","102931","1","ENG","RSCHENG","8123","A","NTRCE","Y","Y","Y","GRADSTUD","PGRS","Y","","","0789","000009"
"01/01/2017","102942","1","MED","EXCHANGE","1000PSY","A","NTRCE","Y","N","Y","PSYCHOLOGY","UGRD","Y","1","","","090701"
"01/01/2017","102943","1","MED","EXCHANGE","1000HSC","A","NTRCE","Y","N","Y","HLTHSCFO","UGRD","Y","2","","","069999"
"01/01/2017","102950","1","MED","CLIN NUR","8014HO","A","HOSP","Y","N","Y","CLINNURSE","PGRS","N","5A","","0803","060300"
"01/01/2017","102951","1","MED","RSCHMED","8135","A","NTRCE","Y","Y","Y","GRADSTUD","PGRS","Y","","","0806","000009"
"01/01/2017","102952","1","ENG","MECH ENG","7034","A","NTRCE","Y","Y","Y","MECHENG","PGCW","Y","2","","0704","030701"
"01/01/2017","102958","1","MED","RSCHMED","8137","A","NTRCE","Y","Y","Y","GRADSTUD","PGRS","Y","","","0806","000009"
"01/01/2017","102959","1","ECO","RSCHECO","8102","A","NTRCE","Y","Y","Y","GRADSTUD","PGRS","Y","","","0901","000009"
"01/01/2017","102960","1","SCI","OENOLOGY","7028WT","A","WAITE","Y","Y","Y","SCHAG&WINE","PGCW","Y","2","","1101","019905"
"01/01/2017","102961","1","MED","RSCHMED","8138","A","NTRCE","Y","Y","Y","GRADSTUD","PGRS","Y","","","0806","000009"
"01/01/2017","102964","1","BUS","CORPFIN","7023","A","NTRCE","Y","Y","Y","BUSSCH","PGCW","Y","3","","0999","081105"
"01/01/2017","102964","2","BUS","CORPFIN","7023NA","A","NGA","N","N","Y","BUSSCH","PGCW","N","3","002189","0999","081105"
"01/01/2017","102969","1","SCI","PHYSICS","7032","A","NTRCE","Y","Y","Y","SCHPHYSCI","PGCW","Y","2","","0403","010301"
"01/01/2017","102974","1","SCI","PHYSICS","7028","A","NTRCE","Y","Y","Y","SCHPHYSCI","PGCW","Y","2","","0403","010301"
"01/01/2017","102996","1","SCI","OENOLOGY","7004WT","A","WAITE","Y","Y","Y","SCHAG&WINE","PGCW","Y","3","","1101","080317"
"01/01/2017","103002","1","SCI","OENOLOGY","7010WT","A","WAITE","Y","Y","Y","SCHAG&WINE","PGCW","Y","2","","1101","019905"
"01/01/2017","103003","1","ENG","RSCHENG","8124","A","NTRCE","Y","Y","Y","GRADSTUD","PGRS","Y","","","0789","000009"
"01/01/2017","103010","1","SCI","SOIL&WAT","7005WT","A","WAITE","Y","Y","Y","SCHAG&WINE","PGCW","N","2","002034","1101","050999"
"01/01/2017","103016","1","SCI","SOIL&WAT","7007WT","A","WAITE","Y","Y","Y","SCHBIOSCI","PGCW","Y","2","002036","1101","050999"
"01/01/2017","103017","1","SCI","OENOLOGY","7022WT","A","WAITE","Y","Y","Y","SCHAG&WINE","PGCW","Y","3","","1101","080317"
"01/01/2017","103019","1","SCI","SOIL&WAT","7008","A","NTRCE","Y","Y","Y","SCHBIOSCI","PGCW","Y","2","002037","1101","050999"
"01/01/2017","103024","1","CON","MUSST","3012","A","NTRCE","Y","Y","Y","ELDERCON","UGRD","N","1","","0605","100101"
"01/01/2017","103052","1","SCI","OENOLOGY","7038WT","A","WAITE","Y","Y","Y","SCHAG&WINE","PGCW","Y","2","","1101","019905"
"01/01/2017","103059","1","CON","VETMUS","1850A","A","NTRCE","Y","N","Y","ELDERCON","VETS","N","1","","0605","100101"
"01/01/2017","103061","1","CON","VETMUS","1850B","A","NTRCE","Y","N","Y","ELDERCON","VETS","N","1","","0605","100101"
"01/01/2017","103063","1","CON","VETMUS","1851A","A","NTRCE","Y","N","Y","ELDERCON","VETS","N","1","","0605","100101"
"01/01/2017","103064","1","CON","VETMUS","1851B","A","NTRCE","Y","N","Y","ELDERCON","VETS","N","1","","0605","100101"
"01/01/2017","103065","1","SCI","OENOLOGY","7000NW","A","NWC","Y","Y","Y","SCHAG&WINE","PGCW","Y","2","001961","1101","050303"
"01/01/2017","103065","2","SCI","OENOLOGY","7000EX","A","EXT","Y","Y","Y","SCHAG&WINE","PGCW","Y","2","001961","1101","050303"
"01/01/2017","103066","1","CON","VETMUS","1852A","A","NTRCE","Y","N","Y","ELDERCON","VETS","N","1","","0605","100101"
"01/01/2017","103067","1","LAW","LAW","7096","A","NTRCE","Y","Y","Y","LAWS","PGCW","Y","3","","0906","090900"
"01/01/2017","103068","1","CON","VETMUS","1852B","A","NTRCE","Y","N","Y","ELDERCON","VETS","N","1","","0605","100101"
"01/01/2017","103070","1","CON","VETMUS","1853A","A","NTRCE","Y","N","Y","ELDERCON","VETS","N","1","","0605","100101"
"01/01/2017","103071","1","CON","VETMUS","1853B","A","NTRCE","Y","N","Y","ELDERCON","VETS","N","1","","0605","100101"
"01/01/2017","103072","1","CON","VETMUS","1854A","A","NTRCE","Y","N","Y","ELDERCON","VETS","N","1","","0605","100101"
"01/01/2017","103073","1","CON","VETMUS","1854B","A","NTRCE","Y","N","Y","ELDERCON","VETS","N","1","","0605","100101"
"01/01/2017","103075","1","LAW","LAW","7098","A","NTRCE","Y","Y","Y","LAWS","PGCW","N","3","","0906","090900"
"01/01/2017","103085","1","SCI","SOIL&WAT","7024WT","A","WAITE","Y","Y","Y","SCHAG&WINE","PGCW","Y","2","","1101","010709"
"01/01/2017","103089","1","SCI","OENOLOGY","7046WT","A","WAITE","Y","Y","Y","SCHAG&WINE","PGCW","Y","2","001962","1101","050303"
"01/01/2017","103090","1","SCI","OENOLOGY","7047WT","A","WAITE","Y","Y","Y","SCHAG&WINE","PGCW","Y","2","001960","1101","050303"
"01/01/2017","103092","1","SCI","VITICULT","7038WT","A","WAITE","Y","Y","Y","SCHAG&WINE","PGCW","Y","2","","1101","050303"
"01/01/2017","103093","1","CON","MUSPED","6001","A","NTRCE","Y","Y","Y","ELDERCON","PGCW","Y","1","","0605","100101"
"01/01/2017","103094","1","CON","MUSPED","6002","A","NTRCE","Y","Y","Y","ELDERCON","PGCW","Y","1","","0605","100101"
"01/01/2017","103096","1","CON","MUSPED","7002","A","NTRCE","Y","Y","Y","ELDERCON","PGCW","Y","1","","0605","100101"
"01/01/2017","103104","1","SCI","ENV BIOL","3121","A","NTRCE","Y","Y","Y","SCHBIOSCI","UGRD","Y","2","","0401","010905"
"01/01/2017","103105","1","SCI","ENV BIOL","3122","A","NTRCE","Y","Y","Y","SCHBIOSCI","UGRD","N","2","","0401","010905"
"01/01/2017","103106","1","SCI","ENV BIOL","3123","A","NTRCE","Y","Y","Y","SCHBIOSCI","UGRD","N","2","002106","0401","010905"
"01/01/2017","103109","1","SCI","GEOLOGY","1103","A","NTRCE","Y","Y","Y","SCHPHYSCI","UGRD","Y","2","","0402","010703"
"01/01/2017","103109","2","SCI","GEOLOGY","1103BR","A","BRAD","Y","N","Y","SCHPHYSCI","NAWD","Y","2","","0402","010703"
"01/01/2017","103127","1","SCI","CHEM","3111","A","NTRCE","Y","Y","Y","SCHPHYSCI","UGRD","Y","2","002138","0405","010599"
"01/01/2017","103129","1","SCI","CHEM","3211","A","NTRCE","Y","Y","Y","SCHPHYSCI","UGRD","Y","2","002138","0405","010599"
"01/01/2017","103130","1","SCI","CHEM","3212","A","NTRCE","Y","Y","Y","SCHPHYSCI","UGRD","Y","2","002138","0405","010599"
"01/01/2017","103131","1","SCI","CHEM","3213","A","NTRCE","Y","Y","Y","SCHPHYSCI","UGRD","Y","2","002138","0405","010501"
"01/01/2017","103132","1","SCI","CHEM","3214","A","NTRCE","Y","Y","Y","SCHPHYSCI","UGRD","Y","2","002138","0405","010599"
"01/01/2017","103132","2","SCI","CHEM","3214PE","A","NTRCE","Y","Y","Y","SCHPHYSCI","UGRD","N","2","","0405","010500"
"01/01/2017","103145","1","MED","NURSING","7015OL","A","OL","Y","Y","Y","CLINNURSE","PGCW","Y","5A","","0803","060300"
"01/01/2017","103153","1","MED","PSYCHOL","1000TRCR","A","","Y","N","Y","PSYCHOLOGY","UGRD","N","","","0201","000009"
"01/01/2017","103154","1","MED","PSYCHOL","2000TRCR","A","","Y","N","Y","PSYCHOLOGY","UGRD","N","","","0201","000009"
"01/01/2017","103160","1","BUS","COMMGMT","7008","A","NTRCE","Y","Y","Y","BUSSCH","PGCW","N","3","","0904","080307"
"01/01/2017","103196","1","ENG","C&ENVENG","7043","A","NTRCE","Y","Y","Y","CIV&ENVENG","PGCW","Y","2","","0702","030907"
"01/01/2017","103197","1","ENG","C&ENVENG","7044","A","NTRCE","Y","Y","Y","CIV&ENVENG","PGCW","N","2","","0702","039905"
"01/01/2017","103198","1","ENG","ELEC ENG","7057","A","NTRCE","Y","Y","Y","ELECENG","PGCW","Y","1","","0703","120103"
"01/01/2017","103236","1","MATH","PURE MTH","3019","A","NTRCE","Y","Y","Y","MATHSCI","UGRD","Y","2","","0501","010101"
"01/01/2017","103255","1","BUS","COMMGMT","7011","A","NTRCE","Y","Y","Y","BUSSCH","PGCW","N","3","","0904","080303"
"01/01/2017","103259","2","BUS","ACCTING","7019NA","A","NGA","Y","Y","Y","BUSSCH","PGCW","Y","3","002189","0902","080101"
"01/01/2017","103259","1","BUS","ACCTING","7019","A","NTRCE","Y","Y","Y","BUSSCH","PGCW","Y","3","","0902","080101"
"01/01/2017","103260","2","BUS","ACCTING","7020NA","A","NGA","Y","Y","Y","BUSSCH","PGCW","N","3","002189","0902","080101"
"01/01/2017","103260","1","BUS","ACCTING","7020","A","NTRCE","Y","Y","Y","BUSSCH","PGCW","Y","3","","0902","080101"
"01/01/2017","103261","1","BUS","COMMERCE","7021","A","NTRCE","Y","Y","Y","BUSSCH","PGCW","N","3","","0903","080101"
"01/01/2017","103261","2","BUS","COMMERCE","7021NA","A","NGA","Y","Y","Y","BUSSCH","PGCW","N","3","002189","0903","080101"
"01/01/2017","103264","1","MATH","COMP SCI","7091","A","NTRCE","Y","Y","Y","COMPSCI","PGCW","N","2","","0503","029999"
"01/01/2017","103266","1","MATH","STATS","4004A","A","NTRCE","Y","N","Y","MATHSCI","UGRD","N","2","","0501","010103"
"01/01/2017","103268","1","MATH","COMP SCI","7092","A","NTRCE","Y","Y","Y","COMPSCI","PGCW","Y","2","","0503","020113"
"01/01/2017","103269","1","MATH","COMP SCI","7093","A","NTRCE","Y","Y","Y","COMPSCI","PGCW","Y","2","","0503","020119"
"01/01/2017","103278","1","ENG","C&ENVENG","7047","A","NTRCE","Y","Y","Y","CIV&ENVENG","PGCW","N","2","","0702","030907"
"01/01/2017","103280","1","ENG","C&ENVENG","7049B","A","NTRCE","Y","Y","Y","CIV&ENVENG","PGCW","Y","2","","0702","030903"
"01/01/2017","103281","1","ENG","C&ENVENG","7050B","A","NTRCE","Y","Y","Y","CIV&ENVENG","PGCW","Y","2","","0702","030907"
"01/01/2017","103282","1","MATH","STATS","4004B","A","NTRCE","Y","N","Y","MATHSCI","UGRD","N","2","","0501","010103"
"01/01/2017","103283","2","BUS","ACCTING","7023NA","A","NGA","Y","Y","Y","BUSSCH","PGCW","N","3","002189","0902","080101"
"01/01/2017","103283","1","BUS","ACCTING","7023","A","NTRCE","Y","Y","Y","BUSSCH","PGCW","Y","3","","0902","080101"
"01/01/2017","103286","1","ENG","C&ENVENG","4097","A","NTRCE","Y","Y","Y","CIV&ENVENG","UGRD","N","2","","0702","030907"
"01/01/2017","103302","1","ENG","CHEM ENG","7033","A","NTRCE","Y","Y","Y","CHEMENG","PGCW","N","2","","0701","030301"
"01/01/2017","103304","1","ENG","CHEM ENG","7035","A","NTRCE","Y","Y","Y","CHEMENG","PGCW","Y","2","","0701","030301"
"01/01/2017","103306","1","ENG","CHEM ENG","7037","A","NTRCE","Y","Y","Y","CHEMENG","PGCW","N","2","","0701","030301"
"01/01/2017","103307","1","ENG","CHEM ENG","7038","A","NTRCE","Y","Y","Y","CHEMENG","PGCW","Y","2","","0701","030301"
"01/01/2017","103308","1","ENG","CHEM ENG","7039","A","NTRCE","Y","Y","Y","CHEMENG","PGCW","Y","2","","0701","030301"
"01/01/2017","103313","1","ENG","CHEM ENG","7044","A","NTRCE","Y","Y","Y","CHEMENG","PGCW","N","2","","0701","030301"
"01/01/2017","103315","1","ENG","CHEM ENG","7046B","A","NTRCE","Y","Y","Y","CHEMENG","PGCW","Y","2","","0701","030301"
"01/01/2017","103320","1","SCI","PLANT SC","7220WT","A","WAITE","Y","Y","Y","SCHAG&WINE","PGCW","N","2","","1101","050101"
"01/01/2017","103323","1","SCI","PLANT SC","7221WT","A","WAITE","Y","Y","Y","SCHAG&WINE","PGCW","N","2","","1101","050101"
"01/01/2017","103324","1","SCI","PLANT SC","7222WT","A","WAITE","Y","Y","Y","SCHAG&WINE","PGCW","N","2","","1101","050101"
"01/01/2017","103325","1","SCI","PLANT SC","7020WT","A","WAITE","Y","Y","Y","SCHAG&WINE","PGCW","N","2","","1101","050101"
"01/01/2017","103326","1","SCI","PLANT SC","7120WT","A","WAITE","Y","Y","Y","SCHAG&WINE","PGCW","N","2","","1101","050101"
"01/01/2017","103327","1","SCI","PLANT SC","7122WT","A","WAITE","Y","Y","Y","SCHAG&WINE","PGCW","N","2","","1101","050101"
"01/01/2017","103328","1","SCI","PLANT SC","7223BWT","A","WAITE","Y","Y","Y","SCHAG&WINE","PGCW","N","2","","1101","050101"
"01/01/2017","103329","1","SCI","PLANT SC","7224WT","A","WAITE","Y","Y","Y","SCHAG&WINE","PGCW","N","2","","1101","050101"
"01/01/2017","103330","1","SCI","PLANT SC","7121WT","A","WAITE","Y","Y","Y","SCHAG&WINE","PGCW","N","2","","1101","050101"
"01/01/2017","103331","1","ENG","C&ENVENG","7051","A","NTRCE","Y","Y","Y","CIV&ENVENG","PGCW","Y","2","","0702","030911"
"01/01/2017","103332","1","ENG","C&ENVENG","7052","A","NTRCE","Y","Y","Y","CIV&ENVENG","PGCW","Y","2","","0702","030911"
"01/01/2017","103333","1","ENG","C&ENVENG","7053","A","NTRCE","Y","Y","Y","CIV&ENVENG","PGCW","Y","2","002323","0702","030911"
"01/01/2017","103336","1","ENG","C&ENVENG","7056","A","NTRCE","Y","Y","Y","CIV&ENVENG","PGCW","Y","2","","0702","010103"
"01/01/2017","103338","1","MATH","STATS","7061","A","NTRCE","Y","Y","Y","MATHSCI","PGCW","Y","2","","0501","010103"
"01/01/2017","103339","1","MATH","STATS","7062","A","NTRCE","Y","Y","Y","MATHSCI","PGCW","Y","2","","0501","030911"
"01/01/2017","103341","1","ENG","MECH ENG","7041B","A","NTRCE","Y","Y","Y","MECHENG","PGCW","Y","2","","0704","030701"
"01/01/2017","103342","1","ECO","ECON","7204","A","NTRCE","Y","Y","Y","ECONOMICSS","PGCW","Y","3","","0901","091903"
"01/01/2017","103344","1","ECO","ECON","7202","A","NTRCE","Y","Y","Y","ECONOMICSS","PGCW","Y","3","","0901","091903"
"01/01/2017","103349","1","MED","NURSING","6000TRCR","A","NTRCE","Y","N","Y","CLINNURSE","PGCW","N","","","0803","000009"
"01/01/2017","103360","1","SCI","PLANT SC","7225WT","A","WAITE","Y","Y","Y","SCHAG&WINE","PGCW","Y","2","","1101","050101"
"01/01/2017","103361","1","SCI","PLANT SC","7226WT","A","WAITE","Y","Y","Y","SCHAG&WINE","PGCW","Y","2","","1101","050101"
"01/01/2017","103362","1","SCI","PLANT SC","7227WT","A","WAITE","Y","Y","Y","SCHAG&WINE","PGCW","Y","2","","1101","050101"
"01/01/2017","103363","1","SCI","PLANT SC","7123WT","A","WAITE","Y","Y","Y","SCHAG&WINE","PGCW","Y","2","","1101","050101"
"01/01/2017","103364","1","MED","PUB HLTH","7148","A","NTRCE","Y","Y","Y","PUBLICHLTH","PGCW","Y","2","","0809","061303"
"01/01/2017","103373","1","SCI","EXCHANGE","7000SCI","A","NTRCE","Y","N","Y","SCIFO","PGCW","Y","2","","","019900"
"01/01/2017","103377","1","ENG","PETROENG","4004B","A","NTRCE","Y","Y","Y","PETROL","UGRD","Y","2","","0799","030399"
"01/01/2017","103384","1","ENG","CHEM ENG","7046A","A","NTRCE","Y","Y","Y","CHEMENG","PGCW","Y","2","","0701","030301"
"01/01/2017","103386","1","ENG","MECH ENG","7041A","A","NTRCE","Y","Y","Y","MECHENG","PGCW","Y","2","","0704","030701"
"01/01/2017","103387","1","ENG","C&ENVENG","7050A","A","NTRCE","Y","Y","Y","CIV&ENVENG","PGCW","Y","2","","0702","030907"
"01/01/2017","103388","1","ENG","C&ENVENG","7049A","A","NTRCE","Y","Y","Y","CIV&ENVENG","PGCW","Y","2","","0702","030903"
"01/01/2017","103393","1","ENG","ELEC ENG","7060","A","NTRCE","Y","Y","Y","ELECENG","PGCW","Y","2","","0703","031399"
"01/01/2017","103394","1","ENG","ELEC ENG","7059","A","NTRCE","Y","Y","Y","ELECENG","PGCW","Y","2","","0703","031399"
"01/01/2017","103397","1","ENG","ELEC ENG","7062","A","NTRCE","Y","Y","Y","ELECENG","PGCW","Y","2","","0703","031399"
"01/01/2017","103398","1","SCI","PLANT SC","7126WT","A","WAITE","Y","Y","Y","SCHAG&WINE","PGCW","Y","2","","1101","050101"
"01/01/2017","103399","1","SCI","PLANT SC","7223AWT","A","WAITE","Y","Y","Y","SCHAG&WINE","PGCW","N","2","","1101","050101"
"01/01/2017","103405","1","ENG","WRM","7006","A","NTRCE","Y","Y","Y","CIV&ENVENG","PGCW","Y","2","","0789","030907"
"01/01/2017","103426","1","BUS","CORPFIN","7045","A","NTRCE","Y","Y","Y","BUSSCH","PGCW","Y","3","","0999","081100"
"01/01/2017","103427","1","PROF","AGRIBUS","7050A","A","NTRCE","Y","Y","Y","GFS","PGCW","Y","3","","1101","080321"
"01/01/2017","103428","1","PROF","AGRIBUS","7050B","A","NTRCE","Y","Y","Y","GFS","PGCW","Y","3","","1101","080321"
"01/01/2017","103429","1","PROF","AGRIBUS","7051","A","NTRCE","Y","Y","Y","GFS","PGCW","Y","3","","1101","080321"
"01/01/2017","103430","1","SCI","PLANT SC","7228WT","A","WAITE","Y","Y","Y","SCHAG&WINE","PGCW","Y","2","","1101","050101"
"01/01/2017","103431","1","SCI","PLANT SC","7229AWT","A","WAITE","Y","Y","Y","SCHAG&WINE","PGCW","Y","2","","1101","050101"
"01/01/2017","103432","1","SCI","PLANT SC","7229BWT","A","WAITE","Y","Y","Y","SCHAG&WINE","PGCW","Y","2","","1101","050101"
"01/01/2017","103433","1","MED","RSCHMED","8139","A","NTRCE","Y","Y","Y","GRADSTUD","PGRS","Y","","","0806","000009"
"01/01/2017","103450","1","BUS","CORPFIN","6000","A","NTRCE","Y","Y","Y","BUSSCH","PGCW","N","3","","0999","081105"
"01/01/2017","103451","2","BUS","CORPFIN","6001EX","A","EXT","Y","Y","Y","BUSSCH","PGCW","Y","3","","0999","081105"
"01/01/2017","103451","1","BUS","CORPFIN","6001","A","NTRCE","Y","Y","Y","BUSSCH","PGCW","Y","3","","0999","081105"
"01/01/2017","103452","1","BUS","CORPFIN","6002","A","NTRCE","Y","Y","Y","BUSSCH","PGCW","Y","3","","0999","081105"
"01/01/2017","103452","2","BUS","CORPFIN","6002EX","A","EXT","Y","Y","Y","BUSSCH","PGCW","Y","3","","0999","081105"
"01/01/2017","103453","1","BUS","CORPFIN","6003","A","NTRCE","Y","Y","Y","BUSSCH","PGCW","Y","3","","0999","081105"
"01/01/2017","103454","2","BUS","CORPFIN","6004NA","A","NGA","Y","Y","Y","BUSSCH","PGCW","N","3","","0999","081105"
"01/01/2017","103454","1","BUS","CORPFIN","6004","A","NTRCE","Y","Y","Y","BUSSCH","PGCW","Y","3","","0999","081105"
"01/01/2017","103456","1","SCI","RSCHSCI","8139","A","NTRCE","Y","Y","Y","GRADSTUD","PGRS","Y","","","0403","000009"
"01/01/2017","103459","1","P&CE","TESOL","1001","A","NTRCE","Y","N","Y","P&CONTED","VETS","Y","5A","","","070115"
"01/01/2017","103460","1","MED","ANAT SC","3108","A","NTRCE","Y","Y","Y","MEDSCI","UGRD","Y","2","","0401","010913"
"01/01/2017","103461","1","BUS","COMMERCE","7104","A","NTRCE","Y","Y","Y","BUSSCH","PGCW","Y","3","002167","0903","080399"
"01/01/2017","103462","1","BUS","MARKETNG","7103","A","NTRCE","Y","Y","Y","BUSSCH","PGCW","N","3","002167","0903","080505"
"01/01/2017","103463","1","BUS","CORPFIN","7102","A","NTRCE","Y","Y","Y","BUSSCH","PGCW","Y","3","002167","0999","081100"
"01/01/2017","103464","1","BUS","COMMERCE","7100","A","NTRCE","Y","Y","Y","BUSSCH","PGCW","Y","2","","0903","010103"
"01/01/2017","103465","1","BUS","ACCTING","7101","A","NTRCE","Y","Y","Y","BUSSCH","PGCW","Y","3","002167","0902","080100"
"01/01/2017","103466","1","BUS","COMMERCE","7106","A","NTRCE","Y","Y","Y","BUSSCH","PGCW","Y","3","002167","0903","080300"
"01/01/2017","103468","1","BUS","COMMERCE","7105","A","NTRCE","Y","Y","Y","BUSSCH","PGCW","Y","3","","0903","080300"
"01/01/2017","103473","1","LAW","EXCHANGE","1004LAW","A","NTRCE","Y","Y","Y","LAWS","ULAW","Y","3","","","090900"
"01/01/2017","103474","1","LAW","EXCHANGE","1010LAW","A","NTRCE","Y","Y","Y","LAWS","ULAW","Y","3","","","090900"
"01/01/2017","103475","1","LAW","EXCHANGE","1009LAW","A","NTRCE","Y","Y","Y","LAWS","ULAW","Y","3","","","090900"
"01/01/2017","103476","1","LAW","EXCHANGE","1008LAW","A","NTRCE","Y","Y","Y","LAWS","ULAW","Y","3","","","090900"
"01/01/2017","103477","1","LAW","EXCHANGE","1006LAW","A","NTRCE","Y","Y","Y","LAWS","ULAW","Y","3","","","090900"
"01/01/2017","103479","1","SCI","EXCHANGE","1009SCI","A","NTRCE","Y","N","Y","SCIFO","UGRD","Y","2","","","019900"
"01/01/2017","103480","1","SCI","EXCHANGE","1006SCI","A","NTRCE","Y","N","Y","SCIFO","UGRD","Y","2","","","019900"
"01/01/2017","103482","1","SCI","EXCHANGE","1003SCI","A","NTRCE","Y","N","Y","SCIFO","UGRD","Y","2","","","019900"
"01/01/2017","103484","1","SCI","SCIENCE","1001TRCR","A","NTRCE","Y","N","Y","SCIFO","UGRD","N","","","0499","000009"
"01/01/2017","103485","1","SCI","SCIENCE","2001TRCR","A","NTRCE","Y","N","Y","SCIFO","UGRD","N","","","0499","000009"
"01/01/2017","103490","1","BUS","CORPFIN","6006","A","NTRCE","N","N","Y","BUSSCH","PGCW","N","2","","0999","010103"
"01/01/2017","103494","1","ENG","RSCHENG","8125","A","NTRCE","Y","Y","Y","GRADSTUD","PGRS","Y","","","0789","000009"
"01/01/2017","103495","1","ARTS","EXCHANGE","1009ARTS","A","NTRCE","Y","N","Y","H&SSFO","UGRD","Y","1","","","090300"
"01/01/2017","103497","1","SCI","RSCHSCI","8141","A","NTRCE","Y","Y","Y","GRADSTUD","PGRS","Y","","","0403","000009"
"01/01/2017","103506","1","SCI","RSCHSCI","8142","A","NTRCE","Y","Y","Y","GRADSTUD","PGRS","Y","","","0403","000009"
"01/01/2017","103510","1","SCI","RSCHSCI","8144","A","NTRCE","Y","Y","Y","GRADSTUD","PGRS","Y","","","0403","000009"
"01/01/2017","103511","1","ENG","RSCHENG","8126","A","NTRCE","Y","Y","Y","GRADSTUD","PGRS","Y","","","0789","000009"
"01/01/2017","103523","1","MED","RSCHMED","8143","A","NTRCE","Y","Y","Y","GRADSTUD","PGRS","Y","","","0806","000009"
"01/01/2017","103525","1","MATH","STATS","4005A","A","NTRCE","Y","N","Y","MATHSCI","UGRD","N","2","","0501","010103"
"01/01/2017","103526","1","MATH","STATS","4005B","A","NTRCE","Y","N","Y","MATHSCI","UGRD","N","2","","0501","010103"
"01/01/2017","103527","1","LAW","LAW","7034","A","NTRCE","Y","Y","Y","LAWS","PGCW","N","3","","0906","090999"
"01/01/2017","103529","1","MED","RSCHMED","8145","A","NTRCE","Y","Y","Y","GRADSTUD","PGRS","Y","","","0806","000009"
"01/01/2017","103534","1","SCI","ANIML SC","3100RW","A","ROSE","Y","Y","Y","SCHVETSCI","UGRD","Y","2","","1102","050105"
"01/01/2017","103545","1","ENG","MECH ENG","7042","A","NTRCE","Y","Y","Y","MECHENG","PGCW","Y","2","","0704","031700"
"01/01/2017","103546","1","SCI","PLANT SC","3200WT","A","WAITE","Y","Y","Y","SCHAG&WINE","UGRD","Y","2","","1101","050101"
"01/01/2017","103547","1","SCI","ENV BIOL","3221","A","NTRCE","Y","Y","Y","SCHBIOSCI","UGRD","N","2","002107","0401","010907"
"01/01/2017","103548","1","SCI","ENV BIOL","3124","A","NTRCE","Y","Y","Y","SCHBIOSCI","UGRD","Y","2","002107","0401","010907"
